,Tweet,HS,Abusive
3208,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0
3209,USER Amanat dari 119 ribu ulama by name dan by address. Kalau ada yg bilang Cak Imin ambisius itu ngopinya kurang jauh..ð???,0,0
3211,tempat sesat cari jalan mau pgi maktab gaya \xf0\x9f\x98\x82 jln shortcut situ tapi ditutup sebab construction nya ni \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 HAMBAR GILA U TURN U TURN SINI \xf0\x9f\x98\x86\xf0\x9f\x92\x94 URL,0,0
3214,"Ikuti USER untuk mengetahui informasi terkini mengenai ekonomi, keuangan, perbankan, investasi, saham di Indonesia dan dunia hari ini",0,0
3218,"Produksi Indonesia, ini pak Presiden Joko Widodo! Semua ritel dan mall seharusnya pindah ke plastik kayak gini! ; ; Saya pilih belanja di Super**** karena dia punya aksi2 lingkungan dan 3R. Setiap...",0,0
3222,USER USER Kne jaga hati pemimpin kafir harbi kau ka??',0,0
3225,"USER Guru Nanak mengajarkan spiritualitas--sesuatu yg sifatnya universal dan krnnya ada dlm ajaran Islam, Hindu, dsb. Seperti kebanyakan penduduk peradaban Sindhu/Hindu sjk dulu, beliau bisa menerima semua jalan. Krn itu beliau memanggil-Nya Allah",0,0
3227,"Seulgi bilang gak punya mata barat (yang ada kelopak), matanya ketimuran style banget (yang sipit) dan Seulgi pikir itulah poin yang paling menarik bagi dia.'",0,0
3228,DR BAMBANG NOORSENA - AJARAN KRISTEN YANG SERING DISALAHPAHAMI OLEH AGAMA LAIN - KHOTBAH KRISTEN:,0,0
3230,Pada akhirnya yang asing akan kembali asing',0,0
3234,Mungkin mereka (sumbu pendek) lelah pak ð???,0,0
3240,Allahu Akbar! Jokowi Akan Kenalkan Islam Moderat di KTT Ulama dan Cendekiawan Muslim Dunia,0,0
3241,"RT USER: ""Wahai orang-orang yang beriman! Masuklah ke dalam Islam secara keseluruhan, dan janganlah kamu ikuti langkah setan"" (QS\xe2\x80\xa6'",0,0
3244,"Pada Sabtu (21/4/2018) pagi, Masyarakat Adat Baduy akan kembali melanjutkan perjalanan menuju Kantor Gubernur Banten di Kawasan Pusat Pemerintahan Provinsi Banten (KP3B) di Curug, Kota Serang. #SebaBaduy2018",0,0
3246,semoga istiqomah \xf0\x9f\x91\x8d #nikitamirzani Banyak orang soleh di malam hari dan menjadi kafir di pagi hari begitupin sebaliknya.menjadi istiqomah itu perjuangan dan hidayah Alloh itu Rahasia semua makhluk berhak mendapatkannya .',0,0
3248,"Lebih baik dibenci, namun menjadi diri sendiri. daripada menjadi munafik untuk di sukai orang'",0,0
3249,"''Pao An Tui adalah sisi kelam masyarakat Cina di era awal kemerdekaan Indonesia..!\xe2\x80\x99\xe2\x80\x99pernyataan ini ditegaskan mantan wartawan senior Republika""",0,0
3250,AB orangnya tidak sombong dan murah senyum,0,0
3251,Tetap semangat &amp; istiqomah bung USER,0,0
3253,"Kemudian ulangi pandangan(mu) sekali lagi (dan) sekali lagi, niscaya pandanganmu akan kembali kepadamu tanpa menemukan cacat dan ia (pandanganmu) dalam keadaan letih.'",0,0
3254,Udah lama gak on jadi asing sama TL.',0,0
3255,"""Hah?"" Ari melongo sejenak setelah mendengar ucapan orang yang baru saja meneriakinya. \n\n""Punten, mas, di deket situ ada anjing saya, enggak?"" URL",0,0
3257,"Hahaha logikanya..\nkontrak habis 2021\nMinta bantuan bank asing akuisisi sahamnya 51%\nKeluar asing masuk asing\ncoba legowo sampai kontrak habis, dapat 100% tanpa keluar duit sedikitpun\nntah lah ntah siapa yang bermain main'",0,0
3258,"Charutin, menor bom.... \xf0\x9f\x8c\xb9\xf0\x9f\x8f\xb4'",0,0
3259,"USER Produk dalem negeri dibilang alay produk luar dibilang hypebeast. Ironi sih, giliran urusan negara bilangnya \xe2\x80\x9canti asing\xe2\x80\x9d.'",0,0
3262,USER USER Dinding kamar jd saksi bisu',0,0
3263,"Menurut Kepala Badan Ekonomi Kreatif (USER) Triawan Munaf (USER), lagu karya Ibu Sud yang mengisahkan seekor burung yang bersiul tersebut memiliki melodi dan lirik yang riang. #AdadiKompas;",0,0
3265,Monggo lurd jadwal acara Upacara Adat dan Kirab Budaya Mbah Bergas.,0,0
3267,2. Gus Ipul dan Mbak Puti menciptakan program PKH Super untuk melengkapi Program Keluarga Harapan (PKH) yang dikembangkan Presiden Jokowi. ; #GusIpulPutiMenang,0,0
3271,"Kata ulama',; ; Barangsiapa yang tidak bersedia &amp; bermalasan pada bulan Rejab,; ; Maka di bulan Sya'aban juga dia akan tetap malas &amp; di bulan Ramadhan dia akan jadi lebih malas.",0,0
3272,"USER Kita bikin berita sendiri di medsos, media mainstream di kuasai aseng.. Perang opini gunakan HP anda untuk mengembosi berita media mainstream cino.'",0,0
3274,USER Gapapa sipit juga cantik aku mah \xf0\x9f\x98\x86',0,0
3280,"USER USER ""Agar semua perempuan gembrot melangsingkan badan"" entah kenapa ku tak setuju dengan kalimat ini\n\nBagi ku ejaan cantik itu bukan ""L A N G S I N G"" melainkan ""G E N D U T"" \xf0\x9f\x98\x8a\n\nSelamat pagi jangan lupa shalat subu",0,0
3283,MASYA SUKU KAMPUNG SELAMAT DEKLARASI ANTI HOAX &amp; PILKADA 2018 DAMAI,0,0
3285,"Tbh, aku dgn abang like anjing dgn kucing. 24/7 gaduh. Pernah sekali kiteorg gaduh sampai bertumbuk. Then dia lari rumah. Tapi, selang sehari baik balik.'",0,0
3288,USER USER USER Yang pasti Bukan keluarga pki di Negara Pancasila yang Berbhinneka Tunggal ika ini keluarga nya',0,0
3289,"Dalam sambutannya, Ketua DPD Golkar Lumajang Sudjatmiko menyampaikan bahwa keputusan partai yang menetapkan Kofifah indar Parawansa sebagai calon gubernur dan Emil Elestianto Dardak sebagai calon wakil gubernur Jatim dari Partai Golkar sudah bulat. #Khofif",0,0
3291,"Manusia adalah mahluk yang butuh identitas untuk eksistensinya, sayang identitas yang seharusnya berasal dari orisinalitas kesadaran diri seringkali dilekatkan secara membabi-buta pada hal-hal remeh di luar dirinya, maka identitas diri jadi dangkal'",0,0
3292,I'm at Taman Budaya Sentul City,0,0
3293,Kejamnya...,0,0
3294,"USER USER Hahahaha.... Iya, bener jugak. \n\nDan memang sekolah Katolik lebih beragam. Mulai dari anak Pak Kebon smp Pengusaha ada disana. Later belakang, suku, agama apapun diterima di sekolah Katolik. Pernah ngalamin dulu &amp; ngga berub",0,0
3295,"Subhanallah, bahagia rasanya punya pemimpin seperti beliau..",0,0
3296,USER Aku hanya bs bersyukur pd Allah swt dpt presiden yg giat kerja dan mampu mengatasi persoalan2 yg dihadapi dg tetap kerja lurus. iklas semata2 demi Indonesia yg makin maju. Sekalipun ramping tetapi energinya luar biasa. Itu jg krn tdk ada p,0,0
3298,"Cawapres Jokowi 7 Orang Sekaligus; Boleh kok, tinggal presiden terbitkan Dekrit; ; Masing2 partai pengusung dapat jatah 1 cawapres; ; Sama Jokowi apa sih yang ga boleh; Perppu aja banyak diterbitkan tanpa ada urgensinya",0,0
3299,USER mls aku dduk kl... xleh.. aku org kg... budaya kg... dduk kl xleh... budaya dia hebat sngt... naik seram aku...,0,0
3301,"Sepertinya kualat sama bobby, mata gua kenapa jadi kecil sipit ginii\xf0\x9f\x98\x82'",0,0
3302,FRANKY MAU PRESIDEN BARU BAGAIMANA YG LAIN?.....,0,0
3305,"USER Itu bukan persoalan tekan jabatan, tetapi siasat lari dri lingkar politik antek pemilik modal. Krn Islam Progressive sesuai Mukadimah UUD akan mengamalkan QS Al. Hujurat. USER USER USER USER USER USER",0,0
3306,"Tomohon juga merupakan pusat pembelajaran agama Kristen dan Katolik. Ada tempat khusus untuk berdoa dan meditasi yang disebut Bukit Kasih, sebuah tempat suci yang indah dan tenang. \n\n#TomohonInternationalFlowerFestival'",0,0
3310,"Baru aja kemaren hari kamis sekarang udh hari jumat lagi aja, waktu sesingkat itu ya'",0,0
3312,"USER Islam itu ideologi. Negara yg mengembannya wajib menyebarkannya dg dakwah &amp; jihad. Sama seperti AS nyebarkan demokrasi &amp; USSR nyebarkan komunis, karang dg jalan damai kadang dg perang. Dlm syariah itu ada hukum 'usyriyah &amp; kharajiyah.",0,0
3313,"USER USER USER Aduh...ternyata kamu salah paham ya...dlm Islam kafir dibedakan menjadi 3 yakni kafir harbi, muahid dan kafir dzimmi.'",0,0
3314,USER USER USER Yg dibahas penangkapan ikan menggunakan potas/racun dan sampah plastik kok bahas tugas TNI AL?',0,0
3316,"USER Itu bisa terwujud dikarenakan katolik itu terpusat,terstruktur,teroganisasi dng sangat baik yakni berpusat pada vatikan. Jadi Nu bisa mengambil,merebut peran seperti vatikan maka semua akan lebih mudah'",0,0
3317,"USER USER USER Siapa bilang orang yang ngehina agama gak kena hukum pidana? Malah orang yang sebenarnya gak bermaksud menghina agama tapi mengucapkan kata"" yg membuat 'mayoritas' tersinggung langsung dihujat dan dikenai hukum.",0,0
3319,"USER Jika ada yg masih merindukan Suharto..... mereka itu hanyalah kroni2nya, mereka yg pernah kaya bersama rezim Suharto dan mereka penjual bangsanya sendiri'",0,0
3321,Walaupun matanya buta untuk melihat alam maya tapi hatinya tidak buta untuk menerima cahaya kebenaran alam .',0,0
3325,Kamar guru terus mushola.\n\nNah kalau yang kristen pada berdoa di aula atas. (Yang kristen ga terlalu banyak)\n\nAku kan punya temen yang kristen sebut aja si A. Si A ini di mintain tolong sama guru buat ambilin casan laptopnya.\n\nDan tempatnya itu di,0,0
3330,"USER Begitu jg org yg paling merasa islami dgn membangun narasi yg ditujukan kpd pendapat yg berbeda sbg liberal, sekuler, munafiq, antek asing. USER'",0,0
3332,USER USER USER USER USER USER USER USER USER MATA GUE GAK SIPIT',0,0
3335,USER Buaya nye ga gede2 dah',0,0
3337,Saat ini tren konsumsi video terus bertumbuh dan memerlukan lebih banyak data,0,0
3338,Lukman Hakim Saifuddin: secara substansial kepercayaan itu agama,0,0
3340,USER USER Ya Allah sy mohon scptnya ganti presiden biar Indonesia selamat,0,0
3341,"Jawapos: Saat Paul Pogba Selebrasi Gol, Terdengar Tiruan Suara Monyet URL",0,0
3348,USER aku gtu juga! bukan cuma nayeon tapi 9 member twice. suka ngepost di instastory tntg mereka dan suka di bilangin lesbi saya karena bucin bgt sama twice',0,0
3349,\xe3\x85\xa4\n... dari tubuhku yang kurus ini. walau masih muda orang itu memiliki punggung yang sudah terlihat tegap dan lebar. matanya sipit dengan dua tanda di kelopaknya dan garis wajahnya terlihat menggambarkan watak galak.\n\n(cont.)',0,0
3354,"USER Udh tau kok ,pasukan nasi bungkus,yg kasihan itu mereka yg merasakan dki skrg,buat yg dki ,harap bersabar,ini cobaan wkwkwk'",0,0
3355,USER USER USER USER USER Duh lebay nya..\nAnk didik soeharto katanya. Bahwa benar bob hasan itu pernah jdi mentri dlm kbinet pembangunan. Masa jbatan cm 3 bln. 16 Maret 1998 \xe2\x80\x93 21 Mei 1998. Bob hasan aka Mohammad h,0,0
3356,"Kecuali manusia dan monyet, semua mamalia buta warna.'",0,0
3359,"USER Kebaca onta masa :)\n\nMoga debaynya cowok ya nan, mau aku modusin hahaha'",0,0
3366,deklarasi pilkada 2018 aman dan anti hoax paguyuban budidaya lele jabon,0,0
3368,"USER Pd thn 780, agama Buddha sdh cukup kokoh dalam peradaban masyarakat pd masa itu, hingga mampu membangun candi yg amat luas, Candi Sewu. (prambanan?)\nPd waktu yg bersamaan penganut agama Hindu di Utara jg membangun candi yh tak kalah besarnya,",0,0
3369,"Selain ntu, saya hendak berkata begini :\nTidak kudu keras dilawan dgn keras seperti Kung Fu. Kadang kita perlu pake Tai Chi, kelembutan dgn mempergunakan kekuatan lawan.'",0,0
3370,USER USER USER Mulut buaya dia mah',0,0
3372,Urusannya duit. Siapa dapat apa. Kalau nanti itungan bisnisnya pemerintah Indonesia untung ya kita tepuk tangan. Kalau buntung ya resiko punya rezim model gini. Tapi itu nanti. Setelah ketauan harganya. Janjinya harga wajar. Wajar buat siapa?',0,0
3380,Khofifah merupakan Srikandi NU yang pantas menduduki kursi Gubernur Jatim 2018 dengan didampingi Emil Dardak sebagai Wakil BaGusS #KhofifahEmilJatimSatu,0,0
3381,"berawal dari mikir nyeleneh kenapa Tuhan ku ciptain anjing dan babi yg jelas di kitab Ia mengharamkan kedua nya, bahkan untuk babi, menyentuh kulit nya yg basah saja sudah termasuk haram. Akal ku belum sampai kesana, mungkin aku kurang baca.'",0,0
3384,"Tomohon juga merupakan pusat pembelajaran agama Kristen dan Katolik. Ada tempat khusus untuk berdoa dan meditasi yang disebut Bukit Kasih, sebuah tempat suci yang indah dan tenang. #TomohonInternationalFlowerFestival\n\nNor'",0,0
3385,"Kalau cuma soal melokalisasi agama, NU sudah kalah kreatif dengan Kristen (Protestan) di Indonesia. Ada Kristen Jawa, Batak dsb. :-p'",0,0
3387,"PBB pandangan saya naik secara signifikan , paling bagus pasangan presiden incumben melawan Gatot Nurmantyo &amp; Yusril",0,0
3388,"Gaes; Hanya Presiden USER yang blusuk an dihampir seluruh pelosok Negri ini.; ; Jokowi mendengar langsung Keluhan dan Keinginan warganya serta mengecek sendiri Program Pemerintah; ; Nih video; Pemimpin yg Duduk sama Rendah, Berdiri sama tinggi bersama R",0,0
3389,"__-__; Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018",0,0
3391,USER USER Gwe lagi celeng gak bikin synNa esmosi. Jangan mancing dong',0,0
3398,USER USER monyet yang di sumber juga masih pada idup tuh\xf0\x9f\x99\x8a',0,0
3400,"Selamat sore tweeps. Hari ini (18/4), Presiden Jokowi memimpin Rapat Terbatas #ratas di Istana Kepresidenan Bogor, Rabu (18/4) membahas mengenai Percepatan Pelaksanaan Berusaha (Online Single Submission/OSS). Berikut beberapa poin arahannya. Simak ya USER",0,0
3402,"USER USER Aww good luck, aku suka pusing kalau bahas budaya populer :')",0,0
3404,"Jelang Pilkada, Pemkab Garut Kebut Cetak 116 Ribu e-KTP",0,0
3408,"Di Maiyah tidak ada keamanan tapi selalu aman, karena masing-masing setiap diri yang hadir di Maiyah adalah prajurit keamanan. Kita selalu belajar saling mengamankan, menyamankan dan membahagiakan. ; ; #MSApril",0,0
3409,"USER nggak, terlalu berlebihan, cukup butuh presiden yang gak takut miskin harta,hilang kuasa dan tahta!",0,0
3411,USER USER USER yang komunis itu siapa',0,0
3412,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0
3413,"USER USER USER USER USER USER USER USER Melalui Sedulur Ngaji semoga ALLAH ijinkan Gus Ipul,Mbak Puti jadi Gubernur dan Wagub Jatim",0,0
3418,"Bismillah,; superiorPRINTING;; Harga; Ecer :LGNpolos135k,Print 145k; Lusin:LGNpolos 120k,Print130k; ; Bahan : Serena ,Drifit, PE sp; Info order:; Pin. 5FD97626; Wa. 081210090063; IG . sriyonoyn; #bolanet #pilkada #Jersey4Sale; #Jersey; #GoesToFestivalTamb",0,0
3420,"""Saya hari ini menyaksikan, mulai dari petani, masyarakat, ulama, dan pemerintah mendukung program #KapalKemanusiaan untuk Suriah berupa 1.000 ton beras."" - Ahyudin, Presiden ACT.; ; Yuk, simak penjelasan lebih lengkapnya dalam video berikut! :); ; #LetsHe",0,0
3424,"USER USER Akulturasi suatu agama di suatu daerah adalah keniscayaan, seperti juga Kristen di Jawa yg berjalan berbarengan dengan tradisi Jawa. Tapi kenapa tidak ada istilah Kristen nusantara? Kristen adlh Kristen, Islam adlh Islam, penyebutan Isl",0,0
3433,USER USER Wah bawang nya aseng nih gan',0,0
3435,"RT USER: ""Bisa kagak oum, buat dapetin jodoh.?""\n\nNtu mah pake pelet Jepang ajah dek. Lebih effektif.\n\nHonda beat dgn Honda Jazz ntu b\xe2\x80\xa6'",0,0
3440,"USER , tambah acak acakan . Ntar lagi ada pahlawan kesiangan. Yg gagalkan kudeta PKI aja gak pakai gelar pahlawan.'",0,0
3445,"USER Biaya ambil alih mayoritas saham (51%) PT FI ~US$5 miliar minimum, dr utang kpd perbankan asing. Itu blm lagi sbgi pemegang saham mayoritas hrs taro duit utk bangun smelter pemurnian + pembangkit listrik, blm lg biaya \xe2\x80\x9cDeep Cave Mini",0,0
3446,RT USER: Anies: Ombudsman Perwakilan itu TIDAK SAMA dengan Ombudsman Republik Indonesia. Ingat2 itu ya!\n\nOmbudsman RI: Ombudsman Perwaki\xe2\x80\xa6',0,0
3448,Presiden USER Keluhkan Minimnya Publikasi Asian Games XVIII #AsianGames2018,0,0
3449,"Angkat Tradisi dan Budaya, Rakyat Banyuwangi Kunci Kesuksesan BEC 2017",0,0
3455,"Di Amerika, diketahui sekitar 200.000 orang setiap tahunnya pindah dari agama Kristen ke agama Islam.",0,0
3457,"Giat Bhabinkamtibmas Aiptu Martin Sembiring menyambangi tomas dan masyarakat desa Labuhan Labo, memberi pesan kamtibmas, anti berita hoax, isu sara dan ujaran kebencian serta jaga persatuan, kebersamaan situasi aman tka demikian dilaporkan URL",0,0
3460,USER USER USER USER USER USER jadi anda masih sama. gagal paham mengenai kegagalan merangkul.; saya dari tadi cuap2 percuma. anda gagal paham.; contoh kelompok yg mana? 212 kemarin presiden aman2 saja tidak disa,0,0
3462,USER USER Tong kemana waktu pak presiden dihina',0,0
3464,USER Cinta buta itu cinta yg tak mendengar dan melihat fakta yg ada seperti kotoran kucing rasa coklat. Sependapat gak prof?',0,0
3467,"Apes beneeeer... dapet jadwal shift pagi cuma 4 hari. Besok off, lusa shift malam sampai Sabtu depan !! Badan makin cungkring, ampuuuun... Zzzzzz'",0,0
3468,"USER Koruptor dan teroris pelanggar HAM berat....koruptor membunuh rakyat dgn pelan...membikin rakyat miskin...bodoh dan kehilangan haknya dgn struktur dan sistematis...rakyat msh bnyk yg kekurangan gizi dan kelaparan, DPR malah sibuk korupsi...",0,0
3469,USER Saya setuju siapapun yang dipasangkan dengan jokowi; Dan saya setuju untuk tidak mencoblos pasangan tersebut,0,0
3470,"tiba-tiba membatalan keputusannya. Sikap Syahrir berubah setelah dicegah oleh Tokoh Partai Tionghoa Indonesia,\xe2\x80\x99\xe2\x80\x99 kata Teguh.'",0,0
3471,"bunga melati dan bunga bangkai kalau bisa berkata, piye ya?'",0,0
3473,Presiden Minta Sistem Perizinan Berusaha Terintegrasi Segera Diterapkan #ratas USER â?¡ï¸? â??Presiden Minta Perizinan Berusaha Terintegrasi Segera Diterapkanâ??; ;,0,0
3475,Ga ngerti gua nikmatnya dimana orang orang yang sengaja ikut desak desakan diangkutan umum demi nyenggol bokong doang.',0,0
3477,USER lah udah gua sipit sipitin mata barangkali warnanya beda',0,0
3478,"Sebelum memasang jepretan atau racun tikus, coba perhatikan, apakah di dalam rumah banyak sisa makanan berserakan atau sampah berceceran? Bila ya, jangan heran kalau tikus-tikus berkeliaran. Tikus masuk ke rumah karena tertarik bau makanan, bukan mau non",0,0
3480,"Disebut Kampungan Oleh Nagita Slavina, Begini Reaksi Ayu Ting Ting URL",0,0
3481,"USER Aku pacaran gapernah sama yg se agama malah sama yg muslim, hindu, budha \xf0\x9f\x98\x82 lucu yaa'",0,0
3484,Siapa paslon Gubernur dan Wakil Gubernur yang unggul dalam #iNewsDebatKandidat #JawaTengah malam ini? USER-USER atau USER-USER?,0,0
3491,Retweeted UUS RUSDIANA #CiamisAsyik (USER):; ; Saya dari #Ciamis salah 1 kabupaten d Jawa Barat mndukung Gubernur kami Kang USER mnjadi presiden/wakil presiden RI.; ; Bila trnyata kputusan MS yg PKS sbagai...,0,0
3496,"USER Nyo,lu sipit ga? Klo iya bikin grooup ber3'",0,0
3499,11.42 SItuasi lalu lintas Jl Gatot Subroto di depan Gedung MPR/DPR arah Slipi terpantau ramai lancar.',0,0
3500,Ini makan siang mi ayam lagi deket kampus sambil bapak yg jual ngelayanin nobar jojo\nHalah kesalip\nHalah\nHalah\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,0
3504,"RT USER: USER Apa yg km lakukan itu tdklah patut km lakukan , krn itu urusan pribadi masing2 , jika ada masalah di sel\xe2\x80\xa6'",0,0
3509,"USER Rupiah anjlok krn ulah kalian2 selama hidup tdk bisa menerima kebaikan,selalu buat issu negatif , contoh issu PKI pada saat tax amnesti,wslm'",0,0
3513,"Ketika sadar bahwa ada cacat dari hasil kerja team dan besok adalah D-Day. It's time to sleep guys""",0,0
3515,"Kalau income negara dari berbagai sektor bagus, artinya negara punya uang, tentu Jokowi tidak akan berhutang untuk membangkitkan ekonomi bangsa. ; ; Kalau sampai terpaksa berhutang, tentu incomenya tidak bagus. ; ; Simple kan? ð???",0,0
3516,USER Siapa bilang di kristen gak ada wudhu?',0,0
3520,Presiden UEFA Beri Dukungan terhadap Pengusiran Gianluigi Buffon oleh Michael Oliver,0,0
3521,DPR as a Service',0,0
3522,"Wahai Warga Jateng, janganlah kalian lupakan ini.; ; #2018GantiGubernur ; ; #SudirmanIda ð???",0,0
3523,"USER USER Anda saja yang hampir lupa, Saya masih ingat ! \n Gereja saya yang di Bom ! \nsudah 2 minggu ini masih takut dan memilih tidak beribadah.'",0,0
3525,USER Setahu saya karena Moestopo itu dulunya kuliah di Rusia dan waktu pulang ada huru-hara PKI sehingga ia menambahkan kata beragama di belakang nama. Ingatkan jika salah.',0,0
3526,"USER Salam ustaz...nak tanya...apakah hukum Kalau dalam bab jual beli seharian kita... Pembeli dan penjual tak sebut akad seperti ""saya jual"" dan ""saya beli""....",0,0
3529,"Kata-kata 'bodoh' 'dungu' dan 'idiot' semua secara teknis mengacu pada seseorang dengan nilai IQ di bawah 70. #Psikologi""",0,0
3530,"USER Mengenai beking ini sangat menarik, Apakah itu benar ibu USER. dan adakah solusinya untuk memberantasnya ??.\nPercuma menurut sya, nelayan asing di tenggelamkan, Sedangkan Nelayan kecil kita kalah dan tersingkir dengan pengusaha",0,0
3534,"USER \xe3\x85\xa4Matanya terpejam, menunggu tamparan yang akan ia terima. Namun, bukan tamparan, melainkan sebuah suara asing seorang laki-laki masuk dalam pendengarannya.\n\xe3\x85\xa4\xe3\x85\xa4""Eeeeeh mau ngapain?""\n\n\xe3\x85\xa4Arra membuka",0,0
3538,"PREDIKSI POLAND\nKAMIS, 29/03/2018\nAS5 6 3 2\nKOP1 4 7 9\nKEPALA8 2 0 5\nEKOR6 3 1 4\n2D86 23 01 54 83 21 04\n3D965 &amp; 451\nCB\n8 &amp; 4\nCM31 62 45\nSHIOAYAM &amp; MONYET\nTWIN11 33 88\nBBFS7 4 1 9 5 URL",0,0
3540,"USER #kom3 menkumham : mengenai md3, memang benar hak imunitas itu ada. Pernah ada perdebatan uu pilkada, sdh ketok palu, namun pendekatannya presiden sdh mengeluarkan perpu. Namun md3 ini presiden tdk mengeluarkan perlu tp tdk mau tandatangan. Sy kira",0,0
3541,USER USER Beberapa brand itu bukan punya yahudi/israel/US. Kalaupun punya saham biasanya owner ttp punya saham terbesar. Kalau istilahnya support ke pihak tertentu ya ga tahu sih.',0,0
3542,"USER USER Ajarannya harusnya sama. Sama2 bersumber dari kitab Weda. Bisa jadi juga beda tafsir. Tapi secara umum 5 dasar kepercayaan sama : percaya brahman, atman, karma, reinkarnasi dan moksa. \nKl ritual, hari raya, cara sembahyang kebany",0,0
3544,"USER USER USER Apakah suatu negara terus akan ada perang jika didalamnya ada orang orang munafiq, syiah, komunis yg ingin berkuasa?'",0,0
3545,USER Bom aja di peluk..masa kamu kagak \xf0\x9f\x98\x9d\xf0\x9f\x98\x9d\xf0\x9f\x98\x9d\xf0\x9f\x98\x9d\xf0\x9f\x98\x9d',0,0
3550,USER USER Kami sejak pertama rezim ini mengeluarkan kebijakan itu sudah memprotes nya hanya saja penguasa yg pura pura tidak mendengar atau memang tidak paham kami sudah mengkritisi sejak tiga tahun lalu sampai saat ini berbagai macam cara a,0,0
3552,Memang Jabar terbaik. Mudah2an meningkatkan ekonomi masyarakat disekitarnya #CongratulationsGeoparkCiletuh #Congrats,0,0
3553,Pnh kerja d aseng bermanfaat juga diterapkan d sekola yg dominan aras2en.',0,0
3554,Hari ini USER resmi mendapat izin prodi S3 Islam Nusantara. Satu-satunya prodi S3 dengan konsentrasi Islam Nusantara di Indonesia.,0,0
3556,"USER USER Negara ekonomi besar spt RRC, US, Jepang aja masih utang kok kita sewot klu RI ngutang. Klu ada yg berani beri utang berarti negara kita dipercaya mampu mengelolanya.",0,0
3560,"Berbeda dengan institutionalized religion atau agama yg sudah diarusutamakan, kultus ini semacam nggak punya kontrol tertentu utk memastikan mereka baik2 saja. Untuk agama arus utama, islam misalnya, ada MUI yg menjaga supaya mereka nggak jadi sesat.",0,0
3563,"#ArahBaruIndonesia adalah menjadikan Indonesia menjadikan kekuatan ke-5 dunia di bidang: Ekonomi, Teknologi, dan Militer. Dari ketiga bidang tersebut, minimal Indonesia menempati peringkat ke-5 dunia. Mari dukung USER menjadi Presiden RI 2019-2024.",0,0
3567,#Freeport51 Indonesia itu kaya raya. Jangan sampai dimanfaatkan pihak asing kekayaan kita',0,0
3570,"USER USER USER USER USER ooh cuma"" gara"" beda pendapat langsung di pecat ya, kalau gtu rejim skarang anti kritik dong ,tdk mau ada masukan dari luar parlemen'",0,0
3574,"Melokalkan Brand global itu bukan sesuatu yg baru, terjadi sejak lama dan di berbagai bidang.\nDalam hal agama, Indonesia punya Hindu nusantara yg cukup berbeda dr Hindu dunia,\nApakah Hindu nusantara membuat Hindu dunia lemah?\nTidak, Hindu dunia berkem",0,0
3575,China Janji Kebut Proyek KA Cepat Jakarta-Bandung - ekonomi,0,0
3577,"Rachmawati: Soekarno Tak Pernah Lempar Sembako untuk Rakyat; ; ""Hati saya teriris, dianggap apa rakyat dilempar-lempar (sembako/souvenir) itu. Saya berkaca kepemimpinan ayah saya, beliau tidak pernah melakukan itu,""",0,0
3581,USER Meteor Garden cina udah mulai noh ...',0,0
3584,USER USER Sampah visual sudah waktunya dikondisikan :/',0,0
3585,USER USER Pki bangkit??',0,0
3587,"BERLIN (IQNA) - Karya seni Muraqqa (album) sejak era Mongol dari Iran dan #India akan dipamerkan di Departemen Seni #Islam di #Museum_Pergamon, #Berlin.;",0,0
3590,USER Monyet kecil yg pas diupi masi hidup yi wkwk',0,0
3591,"Adopsi Kecerdasan Buatan, Potensi Ekonomi Digital Bisa Mencapai 23 Triliun Dollar AS",0,0
3594,USER USER Btw sy sdh melewati fase pertanyaan2 atheis.. yg dg itu justru memmboost iman sy ke tkt ihsan inshaalaah tak tergoyahkan kl menghadapi bani atheis liberal.',0,0
3596,PERNYATAAN SIKAP PILKADA DAMAI DAN ANTI HOAX WARGA DESA LAE LUHUNG KABUPATEN DAIRI.,0,0
3600,PPP: Jangan Buru-buru Tolak Wacana Pilkada Lewat DPRD,0,0
3601,Dan jangan munafik kita butuh visual yg wow untuk menarik yg non-fans. Maka dari itu we need Yireon Sakura Wonyoung Yoonjin lagipula mereka gak cuma jual tampang doang Terbukti mereka sukses jadi center dan suaranya juga oke',0,0
3602,Qaumi ekjayati conference jamiat ul ulama e hind....Janab Mohd Ali Shabb...,0,0
3604,"Lain betul mood ngantuk tapi kena bljr sbb bsk exam ni. Mouse nda function kena ampas, pen putus2 kena kasi patah terus. \xf0\x9f\x98\xa9'",0,0
3607,USER Bangkai apa om?',0,0
3608,Jalan Salib di Kota Ambon Potensial jadi Objek Wisata Religius,0,0
3610,USER USER Bom WTC untuk minyak di Irak. Apa kabar?',0,0
