,Tweet,HS,Abusive
5212,"USER USER Udh tua emg,makanya picek'",1,1
5216,USER USER Cebong ngomong data....??? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1
5217,Aku benci betul kalau USER racun \xe2\x80\x9cAda tekannnn kaaaaaa?\xe2\x80\x9d BAAHAHAHAHAHAHAHAHHAHAH FAK YAHUDI!',1,1
5218,USER Cawapres jokowi siapa saja saya setuju asal bukan para bani kampret sebelah itu',1,1
5221,USER USER Asek BOHONG aja lah kerja kelen...Bongggg...Cebong...\nKalo mati mgkin muncungnya yg duluan busuk',1,1
5227,USER zonk semua bangsad',1,1
5230,"iya,kelasnya penista agama,bs nya cm ngebacot doang yg arogan sk blg taik nenek lu,oh ya sumber waras n nama d kasus E ktp apkabar?skakmat",1,1
5233,USER USER Kampang.',1,1
5235,"Anda dibodohi dan diperbudak Islam Bung Ketum ICMI, Allah SWT bukan Tuhan di balik Gerhana",1,1
5246,RT USER USER USER kata-kata; kecebong pki anti islam diktator hanya untuk jokowi,1,1
5247,"USER Itulah permainan kotor rezim ini, bila mana yg tdk pro rezim ini gempar seluruh indonesia cebong berisik!'",1,1
5254,"USER ""Dia mah mukanya udah rusak, gak bisa dibenerin lagi.""\n""Yakin mau ngajak dia? Liat aja bajunya kayak gitu.""\n""Jangan sekelompok sama dia deh, keliatan bukan orang mampu.""\n\nAlah kampang.'",1,1
5255,"USER Titit lah anies ni, jangan jadi wapres prabowo anjenk'",1,1
5259,Kabinet Jongos Cina,1,1
5262,RT USER: Ustad goblog nih..dia ga tau ada kafir yg sunat.. umat Yahudi..bahkan dari bayi..ga kayak dia uda ngerti coli baru sunat..muka\xe2\x80\xa6',1,1
5263,USER USER USER orang udik nggak tahu tanah abang',1,1
5265,USER Bani kampret emang standar ganda mainya',1,1
5266,USER USER USER USER USER Cebong dungu. Dah dijelaskan bca msh ngeyel.\nKalian emg juaranya klo soal pamer kedunguan.',1,1
5267,"Gua yg bukan anak ekonomi aja paham dikira nyetak duit ga mikirin devisa, adminnya gerindra sape sih geblek bener",1,1
5270,USER USER USER USER Riya banget lu... Singapore kan kapir Jul... lah lu ngapain 100x ke Singapore? Nyari minyak babi Jul? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1
5276,USER Aseng teriak aseng kaum munafik',1,1
5277,USER USER Jokowi diktator muka ndeso hehehe,1,1
5278,USER JKT 58 kalian liat wagakbener katanya tidak Aseng asing asongan taekkk',1,1
5279,USER USER USER USER USER USER USER USER USER USER Ada Bani Tai Ngomong..\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x80 Ngelantur nih...',1,1
5280,USER USER USER Buru hapus pollower elo cebong keburu orang lihat..bejad elo\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1
5288,"USER Gembel sok elit lo,ngewe di sari ayu halo mas ma kelas kambing itu mainan gue tahun 2001 main tuh di hotel jayakarta tematik clasic malio x2 sumo sama sampingnya atau yang udah di tutup alexis ah mainan cebong USER kelas kambing cc USER",1,1
5294,RT USER: USER lo yang sarap \xf0\x9f\x98\xa1',1,1
5295,"RT USER: USER Kualitas ustad kaya begini... Goblog banget, kebanyakan makan micin neh... Jokowi itu singkatan Joko Widodo.\xe2\x80\xa6'",1,1
5298,"Idiom ""cebong"" dan ""kampret"" sengaja diembuskan oknum kafir untuk memecah belah umat Islam indonesia'",1,1
5300,USER USER USER Gubernur bego dlm sejarah DKI',1,1
5304,USER Gatau diri anjir. Biasanya nih apa yang kita tanam itu yang kita peroleh. Tiati aje mbaknya',1,1
5308,\xe2\x80\x9cMeeting dulu ya\xe2\x80\x9d -&gt; yang mana adalah sebuah ajakan. \n\nSi bloon diem aja.\n\n\xe2\x80\x9cOh ya pak. Sama siapa?\xe2\x80\x9d\n\nSama divisi sendiri. Masih diem.\n\n\xe2\x80\x9cAda kerja?\xe2\x80\x9d\n\n\xe2\x80\x9cLagi bikin set,1,1
5312,usir cina dan jongos-jongosnya klo anda ingin Indonesia ini damai.,1,1
5314,"Hanya ada satu cara Muslim ikut menjaga NKRI, berhenti me-nyembah2 Allah SWT dungu & biadab",1,1
5323,"USER USER USER USER \n\nCebong2 pekok. Mantap, om Tofa. Kita kerjain aja cebong2 dungu ini \xf0\x9f\x91\x8d\xf0\x9f\x98\x82'",1,1
5340,USER USER Teori yg bener bkn tiori ini pasti bani Cumi2 asal mangap tpi yg masuk racun ya',1,1
5341,USER USER DIKTATOR JOKOWI ITU SEBENARNYA JONGOS ORGANISASI JAGAL MANUSIA NAHDATUL ULAMA,1,1
5343,"USER Pesimis, culun dasar. DOA AJA DULU SAPA TAU SAPA TAUU'",1,1
5345,Bilang sayang duluan lu juga yang ninggalin gua duluan kntl',1,1
5347,halah ngomongin di belakang bisa begitu di samperin ciut HAHAHAHA KAMPANG',1,1
5352,USER Ganti cocot luh ma eek kuda',1,1
5358,USER Namanya jg congor oposisi. Apalagi isi mulut nya klo ga hal negatif pemerintahan yg berkuasa',1,1
5364,"USER Stupid idiot, coba di luar negeri BBM naik tiap saat tdk ada yg protes.'",1,1
5365,USER USER Wong kafir mana bisa baca ayat itu. Sotooooy lu fir.',1,1
5379,"Apaaaaaaaaaan.. an tuh ! ?; ; Babeh Jajah ajah kepengenan Presiden Baru kagak muluk2, katanye nyang penting... ; Yg Berakhlak, Beragama, dan Berbudaye.; ; Ane tambain boleh ye beh..?; Jgn nyang kang Bo'ong / Ngibul ; Planga-Plongo kaye Dil'aun ?; ; #2019G",1,1
5385,BRENGSEK BAJINGAN GIMANA SIH GAK WARAS GUE ASTAGHFIRULLAH!!! URL,1,1
5386,USER Mampus lo diserang nanti.',1,1
5389,USER USER klo buat cebong biadab ga masalah sih hihihi',1,1
5392,USER USER USER Baru namanya timnya baja bajingan JA',1,1
5402,USER USER USER USER USER sampean bener2 idiot... kok gak malu ya umbar kegoblokkan berulang2 terus',1,1
5405,"USER USER Kayaknya si abu janda yg jadi EO acara Deklarasi Ulama Muda ini. Kemaren si faizal assegaf yg bertindak jadi EO-nya dlm aksi aktivis 98 palsunya. Besok2 lg mgkin ada pula deklarasi LGBT, Deklarasi Cebong dukung mukidi, dst. Pd kenyang",1,1
5415,USER Cupuuu culun',1,1
5417,USER USER USER USER USER Haha otak loe isinya oli bekas\n\nKudu dicuci pakai kencing Onta',1,1
5428,USER Mana alumi mu jana kok umat islam di nistakan diem g demo demo...??? Mana pembelaanmu...???ktnya bela agama...??? Congor tok.',1,1
5433,"Ini kantor apa tempat pembuangan sih?\nAnjirr bau bangke bgt,,,, bgstt!'",1,1
5434,"USER Limbat bloon, ya Allah. :)'",1,1
5440,USER Yg voting malingsia siapa cok jancok PKI',1,1
5445,"USER Mulut Allah SWT di quran memang BUSUK, kafir, laknat dll",1,1
5448,USER Wow. Gila sih bangsat banget calon suami lu ninggalin cuma gara-gara itu? Padahal kalo bener serius sampe nikah sih ya nanti dia juga dapet lah haha. Bersyukur lu dijauhin dari dia. Lo ga pantes dapet laki-laki bejat kaya gitu.',1,1
5451,"Allah SWT sangat berbatas, dungu & biadab tapi mengaku tak terbatas, maka harus dinegasi",1,1
5453,USER Tangkap aja itu jendral banci kayak prabowo yg bodoh,1,1
5454,"USER Klo cebong kan ngarang kagak pake logika...klo saya kan fakta,si jarot emang sial mulu\xf0\x9f\x98\x82'",1,1
5457,USER sarap emang:(',1,1
5459,YG JELAS OTAK AHOK-DJAROT SUDAH SANGAT TUMPUL SANGAT LOYO DAN STRESS..... SUDAH JEBOL HARUS DICOPOT DAN DIGANTI.....,1,1
5460,USER Kampret juga mau kasar n bandit di NKRI ntr semua Orang Cina di usir rakyat Indonesia biar tau rasa,1,1
5473,USER Artinya kecebobg itu antek komunis,1,1
5479,USER USER USER USER USER USER USER USER USER USER USER USER USER USER Di rezim ini banyak kaum penganut tololisme',1,1
5483,"USER Muhammad menurut Quran manusia BEJAD, sangat jelas kan?",1,1
5486,USER USER Banci Kaleng...\nKaleng kosong nyaring suaranya',1,1
5490,Lu memang akan jadi sangat tolol ketika sedang bingung.',1,1
5491,"USER Hoi Gay Banci, situ Kafir ya??? Ngerti ga klo di Islam orang yang sudah Hijrah menggunakan hijab, wajib buat saudara seiman menutupi masalalunya yang negatif, Dasar Kaum Laknatullah Alaih'",1,1
5514,USER USER USER USER USER USER USER Sampah,1,1
5515,USER USER USER USER Si roki garong bukan hanya bodoh bahkan dia orangutan paling dongok... dia mmg ga nyebut kitab suci agama tertentu... berarti dia anggap semua kitab suci adalah fiksi... benar2 pemikiran seorang,1,1
5522,"USER USER incumbent nyatain dong wapres-nya siapa, apa takut di-backstab cakimin sama romi. ngoahahah; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #",1,1
5526,"kalo cewe x cowo kapelan manggil daddy-baby masih bisa diterima lah ya. ini cowo x cowo gausah pake daddy-baby an segala, jijik bangzat'",1,1
5528,Wasit picek.',1,1
5531,USER USER Cebong mana punya otak yg ada hina ulama kami hanya di Indonesia non muslim pd kurang ajar.',1,1
5533,"USER pemimpin yang tegas itu ya kayak gini.. bukan sok sokan bacot doang atau belagak bego, plonga plongo ga jelas'",1,1
5540,USER USER USER Saya gak panggil Cebong !!\n\nTapi CURUT CENONG!!',1,1
5544,"USER USER USER USER Nope. Banci lebih berani lawan norma2 sosayeti dan jadi diri sendiri. So, the lowest human being ya si manusia kacrut itu.'",1,1
5545,Allah SWT yg ngoceh tiada bagimu pelindung & penolong selain Allah tidak menolong kenapa masih di-sembah2 (29:22),1,1
5550,USER bacot bat bgst',1,1
5552,keliatan banget bego nya mpok silvy and agus. DebatFinalPilkadaJKT,1,1
5553,"Si bodoh tp sok jd ulama', kyak paling paham agama aja. Padahal ngajix belepotan gk jelas",1,1
5554,USER gaya bgt lo kampang mau gue tendang gak',1,1
5556,"USER USER USER \xf0\x9f\x98\x82ebong dungu akut. Woii itu pesan berita saat trf \xf0\x9f\x98\x82. Diinput manual bong...Makanya jgn norak2 bgt, kelamaan dikolam sik'",1,1
5557,"USER USER mana gua menghina agama lain? Hahah otak model cebong kapir emang ngeles mulu, nyata2 lu yang hina2 islam. Sok mau ngatain agama orang aja bawa2 data, padahal otak gak nyampe dari awal. Goblok lo cebong kapir kebanyakan makan taik ah",1,1
5565,"USER woy sat, budek ya lo'",1,1
5566,"Lebih sadis postingan Victor bodoh, JASMEV dan kecebong2 istana. JONGOS CINA MENJAMUR DI KEPOLISIAN",1,1
5568,"iklanahokjahat Terorist nyata di Indonesia... Bukan wahabi, bukan Onta Tapi Babi Babi milik Cina Penebar Teror sesungguhnya....",1,1
5571,USER USER USER Cebong g sunat semuanya nih p ustad..jng dilayan p ustad...',1,1
5572,USER USER USER USER USER Saya salut dengan anda yang tetap memelihara kebodohan... Ini termasuk kegagalan rejim.. Gagal bikin anda cerdas... \xf0\x9f\x98\x84',1,1
5573,USER USER Gebukannya lah bego',1,1
5581,USER Jenggot bajingan!',1,1
5582,USER USER USER USER USER USER USER USER USER USER Hoax Bani cebong',1,1
5584,USER Ribut lo tai',1,1
5586,USER USER USER Satu lagi makhluk serupa PARASIT muncul...lo lebih hina dari seEKOR BELATUNG ONTA...BANGSAT LO',1,1
5588,Ntah apa tujuan si kunyuk pake foto &amp; nama gw. wtf!',1,1
5592,"USER Tapi kau lemak tepu, takleh transfer dah sbb cacat kekal \xf0\x9f\x98\xad bye'",1,1
5597,"Diem-diem bae, Rupiah makin nyungsep atas dolar. sudah tembus Rp. 14.441 aja. Sebenernya gua malah seneng kalo langsung tembus 16 ribu. biar cepet lengser ni rezim kodok!'",1,1
5599,USER USER USER Yg pakai pantat itu loe.. Hahaa pantat teriak pantat.. \nRocky gerung profesor gak laku di indo tong.. Yg mempercayai cuma kaum kampret dan gembel warnet krn otaknya sama di pantat.. Hahaa',1,1
5601,USER USER USER USER USER USER USER Bapak culun',1,1
5603,"USER USER USER Iya betul si vivin tai !!! Dasar pelakor,,,ngaku"" alexa alda drpd rico bajingan lo neraka'",1,1
5607,USER min. ini internet makin kacau! kalo murah jelek gpp. ini kan itunganya lumayan min. tp internet kacrut',1,1
5608,"USER Pemikiran busuk itu membunuh biasa, sekarang ini banyak korban dibunuh ,tentara polisi masarakat juga di bunuh sparatis , picek kah matamu.'",1,1
5610,"0 Lo = bejat, bangsat, brengsek'",1,1
5611,Maju lu sini anjing URL,1,1
5614,Nih beneran admin akun resmi? ?? Coba donk pak USER kasih training dulu ttg ekonomi biar gak asal tweet. Admin goblok mempengaruhi citra partai loh ??,1,1
5615,RT USER: Bangsat bajingan ini udah diciduk.\nMampuss!!!!!!!!!! URL,1,1
5616,Alquran hanya kitab sampah beraroma darah & air mani Bung Tifatul,1,1
5620,USER Siap menangkan jokowi 2019...biar kaum sumbu pendek makin kejang kejang,1,1
5626,"SEMUA ULAMA, KIYAYI, USTADZ, GURU MENGAJI, IMAM, KHATIB FAN DA'I ITU ADALAH BANGSAT TUKANG TIPU...",1,1
5629,"Azan di TV tak layak tonton, menyerukan nyembah2 Allah SWT dungu & biadab, smua acara Islam tak layak tonton, MENIPU",1,1
5631,RT USER: CENGENG LU TAI URL,1,1
5632,"USER Dia bodoh gila, pi baca tweet2 dia semua masalah sial'",1,1
5633,"Pendukung Jokowi : 3. Klo dia Pribumi berarti dia jongos cina, pengkhianat Bangsa. 4. Komunis",1,1
5636,Sylvi keliatan bloonnya #DebatFinalPilkadaJKT,1,1
5637,USER USER USER USER Halah bacot kau anti aseng tapi ngimpor juga dari cina. wakakakak jilat pantat.',1,1
5639,"USER USER Kan udah biasa ?\nKecuali kl dr kontra Jokowi, jgnkan baliho yg MEMBUNUH...\nKentutnya aja kl kecium&amp;nyenggol idung cebong bs PIRAL sebulan penuh \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1,1
5640,beneran sinting itu orang huf',1,1
5645,Boleh bodo tgk taik manusia ni \xf0\x9f\x98\x86 URL,1,1
5649,"USER Menyerah sebelum berperang, cupu!'",1,1
5651,"hm tercyduk kan luh, bangsad.'",1,1
5654,USER USER Eh bencong gak usah fitnah fitnah luh ya',1,1
5656,USER Goblok:(',1,1
5661,USER USER Banyak kacung kacung yg mulai menampakan diri membela majikanya yg china keparat utk tidak di proses hukum...kacung pada cari muka',1,1
5664,"Saya pribumi, Kristen dan mendukung Ahok. Tapi saya paling anti dengan manusia2 bodoh dan goblok seperti Steven Hadisurya Sulistyo.",1,1
5681,USER USER USER USER USER USER USER USER Langsung ga main twitter si bani bokep itu dr kemaren. Hobi kritik presiden tp gaweannya cuma coli sambil ngebokep ya om. Miris \xf0\x9f\x98\x82\xf,1,1
5698,"USER USER USER cabe2an bisa nya hanya bbm.n facrbook.n!! Masalah politik mana tau doi, tau nya berita2 sampah pencitraan",1,1
5716,USER Pak USER Kementerian Agama harus membongkar cara-cara Islam mendungukan & membiadabkan umatnya,1,1
5727,USER Diemlu bangke',1,1
5741,"USER dah tau bacot, masi dibacoti. u juga bacot'",1,1
5748,"USER Cebong gak mikir sampai segitu, buat bikin jalan sdh brp km tuh.\n\nHabis buat jadi satpam rupiah.'",1,1
5754,USER Hauahahaha muke banci kecoa kafir z\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3',1,1
5757,USER USER USER USER USER USER USER USER USER USER USER USER itu BEM SI yg di ITB kemana ya suaranya ? jangan2 ikut razim cebong',1,1
5758,USER : Si AHOAK USER CINA ANJING KAFIR PENISTA AGAMA ISLAM....!!!,1,1
5760,USER Kaum bani kampret sj yang bereaksi negatif',1,1
5764,"otak wc otak babi yg menerima ahok kafir & kamu, ahok kafir bkn sekedar menghina sdh anggap islam itu sampah",1,1
5767,USER USER USER USER Belaga pilon lo cebong!\xf0\x9f\x98\x82\nScroll dong! \nHp lo doang smart! Tapi otak lo ada di ujung pantat..\xf0\x9f\x98\x9c',1,1
5768,"Botol fans gapunya otak kali ya, dongo nya kelewatan\xf0\x9f\x98\x8f'",1,1
5774,CINA ASU https:\/\/t.co\/zM1BsjAIHA,1,1
5775,USER USER Apa mentang2 didanai kafir?\nApa mentang2 aparat pro?',1,1
5777,Woy njing!! ibumu pelacur ya pantesan kelakuan lu bejad! Dasar anak haram!! USER bruakakakak :D',1,1
5781,Ini tuh kesalahan Jokowi dan Ahok si babi ateis. https:\/\/t.co\/v2GRcUeStI,1,1
5797,Yeuhhh dasar pucuk kntl',1,1
5798,USER USER Cuma kapir tulen yg milih fuckry',1,1
5801,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,1,1
5805,"USER USER USER Gak perlu berhutang demi mendapat 51% saham FMI karena di tahun 2021 perpanjangan kontrak FMI telah habis dan dengan sendirinya FMI sudah jadi milik NKRI, ini bentuk ketololan rezim ini'",1,1
5806,USER USER USER USER Cocot lu.',1,1
5809,USER Babi betul lah dia ni haihhh',1,1
5813,USER USER USER alaaa bodoh aseng ni. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1
5827,"USER: Terlihat salah satu pendukung mafia koruptor dan penista agama, para gerombolan BANCI TITOT lakukan bidikan ke arah",1,1
5828,USER USER USER Gunanya cebong cuma bisa mangap\xc2\xb2 di kolam butek....\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1
5854,"USER USER USER cabe2an bisa nya hanya bbm.n facrbook.n!! Masalah politik mana tau doi, tau nya berita2 sampah pencitraan",1,1
5856,Ahok dipenjara karena mengutip kalimat dari kitab Fiksi. Tapi ANEHNYA para Pembela agama dan ahli surga serentak membela si Dungu USER yang mengatakan Kitab Suci itu Fiksi.,1,1
5857,USER Sok ganteng banget si bencong',1,1
5865,USER USER USER USER Emang kebanyakan bangsa cebong goblok saya setuju',1,1
5866,"USER ada. temen kerja. mirip kang daniel BRENGSEK\n\ntrus temen sekolah dulu, mirip jongin BRENGSEK (2)\n\nada lg temen deket gw, mirip seokjin BRENGSEK (3)\n\nintinya temen gw brengsek semua'",1,1
5871,benarkan beta menyepak anda. dasar yahudi \xf0\x9f\x98\x8d',1,1
5877,USER Malu maluin anak medan kau ruhut!\n\n#quiz \n\nSiapa ya yang kalo berkoar suka bawa bawa ras dan menghinan pak JK ampe foto politikus brengsek ini bakar di makasar??',1,1
5880,USER Kalah kan lu. Mampus',1,1
5884,Dasar bolot URL,1,1
5885,"SELAMA PROSES #SidangAhok WASPADAI ULAMA2 KUBU AHOK..YAKNI ULAMA2 ""MUNAFIK"" YANG SESAT DAN MENYESATKAN..!!",1,1
5888,RT USER: USER USER USER USER Dia mah bukan Ustadz tapi Bajingan',1,1
5889,USER delapan cembilan cupu luh',1,1
5890,partai sinting indonesia URL,1,1
5895,"USER Lah takut mati ternyata...\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\nKalian lihat ini para terroris,pemimpin kalian aja takut mati,tpi klian mau aja disuruh dia mati(bom bunuh diri),kan goblok...\nAl bangsatdi itu juga takut mati,d",1,1
5897,"Bbm Naik, Listrik Naik, Telur Naik. \nMasih Juga Percaya dengan Ini Rezim Koplak...?'",1,1
5898,"USER USER USER USER Memang para cebong klo ngomong sperti itu. Jauh dr ilmu dan wawasan krn memang rata\xc2\xb2 org bodoh yg mudah untuk dibodoh\xc2\xb2i. Jadi cuma caci maki, ngomong ngelidur tanpa ilmu.'",1,1
5900,USER USER USER USER USER USER USER Terbantahkan mata lo. Dongo banget lo tong. Ngomong ngasal mulu. Tolol',1,1
5903,USER USER USER USER USER USER Umatnya anies sandi tuh mkne otaknya dobol..,1,1
5905,USER USER USER sudah SP3 kok dibilang salah.. cebong kayak elu gak ngerti SP3 ya..? goblok kok gak ada akhirnya..',1,1
5915,"sibabi china sangat biadab memperlakukan kaum PRIBUMI, dan para jongon2 spt banser & nu nusantara mendukung ketimpangan ini, biadabnya mrk!",1,1
5916,"Lah ngapa ? Lemes betul tuh congor maz ,sini pake rok'",1,1
5917,Bacot ni pecun URL,1,1
5919,"USER Sikahkan gabung dan koalisi Zon USER Hak usah banyak koar2 jualan ""congor turah"", gue mah kagak peduli!!!'",1,1
5933,"Rezim dablek... Ngutang udah banyak, mau pake dana haji pula..... lengserkan jokowi",1,1
5935,#MataNajwaDebatJakarta kalau untuk urusan bacot memang anis nya juaranya..memang kita bakal makan bacot di jakarta..haha..paslon yg aneh gede bacot doang.,1,1
5937,"USER uda ga bisa dung, yg nyinyir uda d cuci smua sm ahok, jd g da lg yg treak kapir \xf0\x9f\x98\x81\xf0\x9f\x98\x82'",1,1
5942,USER USER ngapain masuk sini setan',1,1
5945,USER selamat datang setan',1,1
5946,USER USER USER USER USER Cebong kayak loe tetap aja dongo abadi gampang dikibulin',1,1
5961,USER HUAHAHAHA KAFIR PLONGA PLONGO NIH.. MUKE BANCI SALON \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x85\xf0\x9f\x98\x86 URL,1,1
5962,USER Itu cebong baru menetas 7 hari. Mana dia tahu pak RR.',1,1
5967,USER CAIR LAH KAU YA ANJING SYIAH....?? KENYANG KAU MAKAN UANG REZIM PKI... dasar SYIAH HARAM JADAH KAU ANJING...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1
5970,Duh dek jeksen sama temennya ini sama2 brengsek ya URL,1,1
5982,USER USER USER USER Ketololan yg haqq ditampilkan bong200.. kalah nyolot. Tolol yg ga bisa diobati.. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1
5985,"USER Gini nih klw orang keluar dari memek perek ,,ngapa luh gak seneng gw bilang bgtu emak lu perek,,ketemuan yuks'",1,1
5989,USER 2 alternatif \nKlw gak kaya ya jadi dungu kyk cebong USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1
5998,USER USER Tenggelamkan....itu bocah kepalanya korengan yg maha sombong selangit. Nangislaj kau keparat dlm wkt secepatnya',1,1
6000,"USER Penguasa... karena mereka memiliki semuanya dan bisa mengontrol lewat aparat, alat, sampai keparat cebong dungu.'",1,1
6003,USER Emang Bangke! \xf0\x9f\x98\x82',1,1
6008,"Bajingan sekali kok drivernya itu. Sorry nggak pantes disebut driver, karena driver sifatnya universal. Kasihan yg lain yg udah kerja bener nanti kena, kita ganti selanjuttnya jadi bangsat aja'",1,1
6015,"USER Najis zu, aman yang banyak satpam lu minta gidaf lah biar masuk lagi'",1,1
6016,USER USER Berisik duo maho',1,1
6019,USER Lu mah ga budek cuman congean',1,1
6025,"USER USER Saya bukan bani cebong dan bani serbet, masnya ngajak ribut?!'",1,1
6027,belum bisa maju si PENJILAT KOTORAN AHOK ini Guntur Romli Tuding Asma Dewi Terkait Anies-Sandi URL,1,1
6031,"USER Jangan memaksa rakyat berfikir jika para teroris itu bisa di pesan oleh para politisi... \nBikin UU yg berguna utk Rakyat,bukan berguna utk para Keparat. Utk itu anda di gaji...\xf0\x9f\x98\xac'",1,1
6033,"USER jiahahahhh si bencong idiot galau apa ngeper neh ketauan sering nyebarin berita fitnah .......maklum sih gw sama bencong turunan gerwani spt elo itu cong,gak fitnah gak makan kan .sama spt kerjaan lo yg suka mangkal di emperan ....hihihihihihi'",1,1
6036,USER USER USER Huahahaha dengan tidak langsung mengakui yah beliau memang pinokio. Masih mau milih dia jadi presiden ??? ??? kalau iya berarti anda cebong dungu,1,1
6040,USER USER USER Cebong Lo benerin CD aja Kon bisa\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1
6045,"calon presiden 2019....USER "" Trumph itu Dangkal Dan Bodoh, Jokowi itu Sinting dan kalo saya jd presiden korupsi hilang dinegara ini""",1,1
6046,"USER SOMBONG!!! BANYAK BACOT!! AWAK RUPE MACAM MONYET, AWAK BECAKAP TU PAKAI AKAL SIKIT!! ADA MASANYA ORANG TERSINGGUNG ANJING'",1,1
6048,USER bacot lu min... sinyal busuk kaga bs di pake ape2',1,1
6050,"iya, jadi gitu ya monyet, anjing! gua gampar lu lama-lama. kesel jadinya astaghfirullah hal'adzim, gaboleh ngomong kasar, maapin 3x, NGENTOT URL",1,1
6051,USER Kan emg idiot gimanasi',1,1
6052,MataNajwaDebatJakarta si Cina Babi ahok bloon banget. Sok pinter banget lagi. Asal bukan Ahok,1,1
6053,#DebatFinalPilkadaJKT mampuuuusssssss mpoK Silvy!!!!,1,1
6057,USER lu JUGA SIPIT bri!',1,1
6058,USER USER BEDA SAMA REJIM MUKIDI PLANGA PLONGO',1,1
6061,"USER gak akan masuk ke otak BONG, mereka dungu permanen. \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3'",1,1
6075,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,1,1
6082,"- Mau seleb td kelakuan kayak tai, dan ga disukai orang? Temen tipe pansos ini bakal tetep 'nunggangin'. Foto bareng, ngobrol bareng bahkan klo ga nyambung skalipun.\n\nBerbeda dengan fans ya...\nPansos ini suka sama lo buat nunggangin arus yg dia pikir",1,1
6086,USER USER USER USER Roslan saari tu yg murtad dn kapir\xf0\x9f\x91\x8dmenyokong ton.mamak melalak dgn ct kasim sbelom pru14 req lesen lgbt\xf0\x9f\x98\x94terang\xc2\xb2 bahalol tu menolak Allah.!',1,1
6090,HAHAHA matamu picek a?',1,1
6091,USER Nanti kita kembalikan lagi marwah kampus setelah rejim biadab ini nyungsep.. \n\nAamiin.',1,1
6092,USER USER Aseng yg bajingan spt ahok beserta kroni\xc2\xb2 nya perlu di anti kan',1,1
6094,Apa Islam YG HINA layak diikuti? USER USER USER Menag: Gafatar Tak Layak Diikuti Masyarakat,1,1
6095,"USER USER Disitu menandakan kedongoan lu, ngurusi perusahaan pribadinya aja ga becus gimana mau ngurusi negara yg lebih besar, btw pajaknya udah dibayar blum... Wkwkwkwk... Kampret dongo..'",1,1
6103,RT USER: Hajar bleh hanya untuk bela #Nomor2Koruptor...cuihhhhhh URL,1,1
6116,"USER USER Cebong juara satu lari dari kenyataan,kepintaran dan akal sehat..'",1,1
6118,"USER BANGSAT KAPINDIANG TAIK BEGO TOLOL SETANALAS NDASMU BABI ANJING MONYET PEKOK CEBONG KODOK KATAK .MARI KITA HILANGKAN KOSA KATA INI DARI OTAK KITA,SEPAKAT?.'",1,1
6126,"USER USER USER USER Kalau mau perang hayok, dimana 1 by 1. Pukul pukulan jg hayok. Sampah! Gara2 orang2 kayak ente indonesia terpuruk. Otak otot hayo!'",1,1
6127,Banyak cocot lo.',1,1
6128,USER Legeslatif jancuk \xf0\x9f\x98\xa0\xf0\x9f\x98\xa0',1,1
6129,USER Bacot lu orang kota yg miskin',1,1
6132,USER sumpah weh pastu yang bertenggek kat counter pickup makanan tu nak apa sial kau masuk lah kitchen tu terus tengok dorg buat makanan kau bodo',1,1
6136,"""brisik"" YA BISTU LO BRISIK JUGA BAHKAN LBH BRISIK BACOT TOLOL ANJING MANUSIA GA TAU DIRI'",1,1
6144,"USER Politisi TAI BABI pagi2 dah berkoar,,, ucapan lo gk dibutuhkan untuk NKRI,, karna lo adalah PENJILAT BANGSA.kutu loncat'",1,1
6146,"USER USER USER Cie cie bani cebong pura pura gag dibayar, cie cie dasar cebong, disodorin tulang aja cepat apalagi uang wkwkw'",1,1
6155,USER BANI KAMPRET HEWAN YANG KOTOR SEDANGKAN KECEBONG HEWAN YANG HABITATNYA DI SAWAH.',1,1
