Tweet,HS,Abusive,Char_Length,Casefolding,Stopwords,Char_Length_Prep
"USER Yg milih cebong, liberal tengik, sekularisme,, dan segelintir antek,'",1,1,79, yg milih cebong liberal tengik sekularisme dan segelintir antek ,memilih cebong liberal tengik sekularisme segelintir antek,58
"#SidangAhok smg sipenista agama n ateknya matinya tdk wjar n jasadnya tdk dtrma tnh n dia tdk prnh mrs kn sorga,aamiin semoga tuhan setuju",1,1,95, sidangahok smg sipenista agama n ateknya matinya tdk wjar n jasadnya tdk dtrma tnh n dia tdk prnh mrs kn sorga aamiin semoga tuhan setuju,sidang ahok semoga si penista agama anteknya matinya wajar jasadnya diterima tanah mrs sorga amin semoga tuhan setuju,117
USER USER Ini pak lulung masuk golongan Cebong apa Kampret? \nKok lebih dominan melekat ciri2 Kampret. Apa ini pertanda pak USER ?',1,1,41, ini pak lulung masuk golongan cebong apa kampret nkok lebih dominan melekat ciri2 kampret apa ini pe anda pak ,lulung masuk golongan cebong kampret dominan melekat ciri ciri kampret pe,73
"Om...Ahoknya...Mana Om,Katanya Si BABi Ahok Bisa Ngatasi Banjir...Om...BABi Jgn Membual Om...?!!?",1,1,150,om ahoknya mana om katanya si babi ahok bisa ngatasi banjir om babi jgn membual om ,om ahoknya om babi ahok mengatasi banjir om babi membual om,59
USER Terkutuk lah kamu yg menyelewengkan nick queen',1,1,124, terkutuk lah kamu yg menyelewengkan nick queen ,terkutuk menyelewengkan nick queen,34
"Ebonk suka bgt hebohin hal2 receh. Pohon plastik lah, bambu lah. Giliran utk issue2 besar kyk ekonomi yng anjlok, tka ilegal merajalele, ketahanan nasional, dll mereka mingkem. Emang kapasitas otaknya kecil kali ya, ga bs cerna issue2 besar \xf0\x9f\x98\",1,1,134,ebonk suka bgt hebohin hal2 receh pohon plastik lah bambu lah giliran utk issue2 besar kyk ekonomi yng anjlok tka ilegal merajalele ketahanan nasional dll mereka mingkem emang kapasitas otaknya kecil kali ya ga bs cerna issue2 besar xf0 x9f x98 ,cebong suka banget hebohkan receh pohon plastik bambu giliran isu isu kayak ekonomi anjlok tenaga kerja asing ilegal merajalela ketahanan nasional diam kapasitas otaknya kali cerna isu isu,188
USER USER USER USER wkwkkk bani kacung penggemar jamban ....dongok lu optimal cung',1,1,115, wkwkkk bani kacung penggemar jamban dongok lu optimal cung ,wkwkkk bani kacung penggemar jamban dungu optimal cung,54
USER USER Tujuan dibikin kaca tuh biar nyadar pas kemaren lu ngehina ismed belom lagi dulu2 bepe sm diego michel (pbfc) tolol lu',1,1,194, tujuan dibikin kaca tuh biar nyadar pas kemaren lu ngehina ismed belom lagi dulu2 bepe sm diego michel pbfc tolol lu ,tujuan kaca biar menyadari pas kemarin menghina ismed bambang pamungkas diego michel pusamania borneo football club tolol,121
USER USER USER USER Wakakaka.. Cebong ngibul. Ngikut gaya ngibul junjungannya',1,1,75, wakakaka cebong ngibul ngikut gaya ngibul junjungannya ,cebong menipu mengikut gaya menipu junjungannya,47
USER USER Anti kritik kontol mu bangsad. Org idiot aja tau itu hate speech',1,1,125, anti kritik kontol mu bangsad org idiot aja tau itu hate speech ,anti kritik kontol mu bangsat orang idiot tau hate speech,57
USER USER USER USER USER USER Matamu lah picek...buktikn bukan hoax dan buktikn kalau km kgk mlorot otak.',1,1,128, matamu lah picek buktikn bukan hoax dan buktikn kalau km kgk mlorot otak ,matamu picek buktikan hoaks buktikan km melorot otak,52
RT USER: agel perek gausah rt rt:) USER',1,1,256, agel perek gausah ,agel perek,10
Founder perkataan crush ni memang brengsek',1,1,64,founder perkataan crush ni memang brengsek ,founder perkataan crush berengsek,33
"USER Tenang ntar lagi dukhan, muslim sehat2 saja hanya kena flu sedikit, kafir &amp; munafik keluar nanah dari telinga &amp; tubuhnya bengkak 40 hari kemudian modar !!!'",1,1,252, tenang ntar lagi dukhan muslim sehat2 saja hanya kena flu sedikit kafir amp munafik keluar nanah dari telinga amp tubuhnya bengkak 40 hari kemudian modar ,tenang dukhan muslim sehat sehat kena flu kafir amp munafik nanah telinga amp tubuhnya bengkak 40 modar,103
USER USER yauda cocot anda cincau',1,1,197, yauda cocot anda cincau ,cocot cincau,12
"USER USER Waketum USER , CUCI CONGOR USER dahulu..., agar yang keluar dari congornya GAK ASAL, jadi kalian gak perlu repot ""cuci tangan"".\nKetua kalian USER yang ""LEMPAR BATU"", kalian mau ""SEMBUNYI TANGAN""?'",1,1,254, waketum cuci congor dahulu agar yang keluar dari congornya gak asal jadi kalian gak perlu repot cuci tangan nketua kalian yang lempar batu kalian mau sembunyi tangan ,wakil ketua cuci congor congornya repot cuci tangan ketua lempar batu sembunyi tangan,85
USER Anti Jokowi bagi Bani Kampret itu udah jadi Rukun Iman mereka kali ye Bang... \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,81, anti jokowi bagi bani kampret itu udah jadi rukun iman mereka kali ye bang xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 ,anti jokowi bani kampret rukun iman kali iya bang,49
USER mampus lu ganti.',1,1,48, mampus lu ganti ,mampus ganti,12
USER Kenapa pemain cacat dimasukin.?\xf0\x9f\x98\xb2\xf0\x9f\x98\xb2\xf0\x9f\x98\xb2.\nTeco tolol',1,1,105, kenapa pemain cacat dimasukin xf0 x9f x98 xb2 xf0 x9f x98 xb2 xf0 x9f x98 xb2 nteco tolol ,pemain cacat dimasuki teco tolol,32
USER USER PPP jd bangke ni 2019',1,1,122, ppp jd bangke ni 2019 ,ppp bangkai 2019,16
"SETUJU SAYA,KLAU AHOK DAPAT GELAR SANTRI KEHORMATAN.... TAPI SANTRI KEHORMATAN BABI.... URL",1,1,113,setuju saya klau ahok dapat gelar santri kehormatan tapi santri kehormatan babi url,setuju ahok gelar santri kehormatan santri kehormatan babi,58
RT USER: USER Oh ternyata kesibukan bertambah promosi hoax\nKampret laah\nIni nomor 0856 bisa di daftar ke USER ga\nBiar ga p\xe2\x80\xa6',1,1,118, oh ternyata kesibukan be ambah promosi hoax nkampret laah nini nomor 0856 bisa di daftar ke ga nbiar ga p xe2 x80 xa6 ,oh kesibukan be ambah promosi hoaks kampret nini nomor 0856 daftar biar p,73
Kenapa awalnya gue harus kenal lo kalo\nakhirnya kita sama2 kayak saling gak kenal? Dasar BANCI',1,1,68,kenapa awalnya gue harus kenal lo kalo nakhirnya kita sama2 kayak saling gak kenal dasar banci ,kenal kayak kenal dasar banci,29
USER Apakkk kau babi \xf0\x9f\x96\x95\xf0\x9f\x98\x91',1,1,83, apakkk kau babi xf0 x9f x96 x95 xf0 x9f x98 x91 ,apakkk babi,11
RT USER: Manusia kampret bernama Syahroni B Daud ini akhirnya MENGAKU SALAH SUDAH MENUDUH ADA TELUR PALSU dan meminta maaf. https:\xe2\x80\xa6',1,1,36, manusia kampret bernama syahroni b daud ini akhirnya mengaku salah sudah menuduh ada telur palsu dan meminta maaf https xe2 x80 xa6 ,manusia kampret bernama syahroni b daud mengaku salah menuduh telur palsu maaf hypertext transfer protocol over secure socket layer,131
"USER Gubernur ahoax yg di bangga in cebong kelas Jamban, mana yg di bangga in ahoker sama jokower, nih liat gubernur Indonesia cerdasnya....",1,1,137, gubernur ahoax yg di bangga in cebong kelas jamban mana yg di bangga in ahoker sama jokower nih liat gubernur indonesia cerdasnya ,gubernur ahok bangga in cebong kelas jamban bangga in ahoker jokower lihat gubernur indonesia cerdasnya,103
"USER USER USER USER USER Sekalipun gua ngomong pake data pasti lu juga kagak bakal ketawa bong, tapi kalo si cungkring plonga plongo jokowi yg ngomong skalipun isi kotak taik dibilang roti pasti lu percaya. Begitulah isi ota",1,1,24, sekalipun gua ngomong pake data pasti lu juga kagak bakal ketawa bong tapi kalo si cungkring plonga plongo jokowi yg ngomong skalipun isi kotak taik dibilang roti pasti lu percaya begitulah isi ota,berbicara pakai data tertawa bong cungkring plonga plongo jokowi berbicara isi kotak tai dibilang roti percaya isi ota,118
Hang buat event majlis berbuka puasa. Tapi hang tak puasa. Bangkai.',1,1,213,hang buat event majlis berbuka puasa tapi hang tak puasa bangkai ,hang event majlis berbuka puasa hang puasa bangkai,50
USER USER perek lu mah',1,1,80, perek lu mah ,perek,5
USER ASU ASU ASUUUU SI KUYAAAAAAAAAAAAA',1,1,193, asu asu asuuuu si kuyaaaaaaaaaaaaa ,anjing anjing asuuuu kuyaaaaaaaaaaaaa,37
USER USER Cina babi komunis anti agama terutama Islam yg bikin ribut di Indonesia.,1,1,85, cina babi komunis anti agama terutama islam yg bikin ribut di indonesia ,cina babi komunis anti agama islam bikin ribut indonesia,56
USER USER Kampret mencret pun kau salahkan pemerintah kok neeekkk',1,1,15, kampret mencret pun kau salahkan pemerintah kok neeekkk ,kampret mencret salahkan pemerintah neeekkk,43
"USER USER sori ya cung gw bukan spt lu yg bani kacung itu .....apa"" ngayal sampe ekonomi meroket juga khayalan ...hahahahaha'",1,1,88, sori ya cung gw bukan spt lu yg bani kacung itu apa ngayal sampe ekonomi meroket juga khayalan hahahahaha ,sori cung surat pemberitahuan tahunan bani kacung berkhayal ekonomi meroket khayalan haha,89
"Ehh anak anjing Ahok, Kelan itu blon siuman, mending emut2 bool basuki lagi aja sana, kasih tau sama Babi yg lain, bool basuki wangi gitu",1,1,16,ehh anak anjing ahok kelan itu blon siuman mending emut2 bool basuki lagi aja sana kasih tau sama babi yg lain bool basuki wangi gitu,eh anak anjing ahok klan siuman mending emut emut bool basuki kasih tau babi bool basuki wangi,94
USER USER Kristen lesbi emang ya?',1,1,66, kristen lesbi emang ya ,kristen lesbi,13
USER Banyak cocot kau\n\nCangkemu cuk.',1,1,107, banyak cocot kau n ncangkemu cuk ,cocot cangkemu cuk,18
USER Mukidinya si KAFIR.',1,1,74, mukidinya si kafir ,mukidinya kafir,15
Itulah Indonesia. Yg dibully org yg bener.Yg salah dan binatang2 seperti nomor tiga dibiarin berkeliaran #matanajwadebatjakarta pak an URL,1,1,27,itulah indonesia yg dibully org yg bener yg salah dan binatang2 sepe i nomor tiga dibiarin berkeliaran matanajwadebatjaka a pak an url,indonesia dibully orang salah binatang binatang sepe i nomor dibiarkan berkeliaran matanajwadebatjaka a an,106
anjing elo dua rebuan emg URL,1,1,67,anjing elo dua rebuan emg url,anjing ribuan,13
"Aku suka payudaramu.\n""DASAR KURANG AJAR KAU!"" Katanya, sambil menamparku.\nLalu, untuk apa dipamerkan, jika tak ingin dipuji? .....\n\nBrengsek!'",1,1,99,aku suka payudaramu n dasar kurang ajar kau katanya sambil menamparku nlalu untuk apa dipamerkan jika tak ingin dipuji n nbrengsek ,suka payudaramu dasar ajar menamparku dipamerkan dipuji berengsek,65
USER Otw maho kamu mah.',1,1,35, otw maho kamu mah ,on the way manusia homo,23
USER USER Emang dasar kecoa goblog! Ngambil uang simpanan dibank dan dikelola bank tanpa seizin yg nabung koq dibilang maling',1,1,30, emang dasar kecoa goblog ngambil uang simpanan dibank dan dikelola bank tanpa seizin yg nabung koq dibilang maling ,dasar kecoa goblok mengambil uang simpanan bank dikelola bank izin menabung dibilang maling,91
"USER USER Harusnya kita makin senang dia koar2 gak jelas kayak gitu. Biar rakyat kita semakin tau, cocot setan yang lagi kebingungan hadapi #2019T3tapJokowi'",1,1,24, harusnya kita makin senang dia koar2 gak jelas kayak gitu biar rakyat kita semakin tau cocot setan yang lagi kebingungan hadapi 2019t3tapjokowi ,senang koar koar kayak biar rakyat tau cocot setan kebingungan hadapi 2019 jokowi,81
"USER USER USER USER USER USER Dasar bloon, tw mana fiksi? sekarang mengunduh buku gampang dasar perek harga seratusan\xf0\x9f\x98\x82\xf0\x9f\x98\x81\xf0\x9f\x98\x82'",1,1,82, dasar bloon tw mana fiksi sekarang mengunduh buku gampang dasar perek harga seratusan xf0 x9f x98 x82 xf0 x9f x98 x81 xf0 x9f x98 x82 ,dasar tau fiksi mengunduh buku gampang dasar perek harga seratusan,66
si goblok nyuruh ngupas kulit kacang ijo ber baskom baskom tolol bgt tai dikira gampang asu. GABUT BGT IDUPNYA MONYET GAK BALIK BALIK GUE',1,1,24,si goblok nyuruh ngupas kulit kacang ijo ber baskom baskom tolol bgt tai dikira gampang asu gabut bgt idupnya monyet gak balik balik gue ,goblok menyuruh mengupas kulit kacang hijau ber baskom baskom tolol banget tai gampang anjing kerjaan banget hidupnya monyet,124
"USER kacrut , rank 10 tapi mainnya gk cerdas asal gebuk doang'",1,1,253, kacrut rank 10 tapi mainnya gk cerdas asal gebuk doang ,kacrut rank 10 mainnya cerdas gebuk doang,41
USER USER Bukannya malu kok malah ketawa. Dasar idiot',1,1,72, bukannya malu kok malah ketawa dasar idiot ,malu tertawa dasar idiot,24
"kebiadaban ahok cina kafir rakyat kecil yg jadi PKL & asongan2 digusur2 dan dianiaya spt teroris, ahok kafir biadab",1,1,93,kebiadaban ahok cina kafir rakyat kecil yg jadi pkl asongan2 digusur2 dan dianiaya spt teroris ahok kafir biadab,kebiadaban ahok cina kafir rakyat asongan asongan digusur gusur dianiaya surat pemberitahuan tahunan teroris ahok kafir biadab,126
"USER USER Presiden kok cengeng? ,""kata KECOAK. Cebong mana ngartii!1!1!!1!1!!!'",1,1,98, presiden kok cengeng kata kecoak cebong mana nga ii 1 1 1 1 ,presiden cengeng kecoak cebong ih 1 1 1 1,41
USER USER USER USER USER USER USER USER USER USER USER USER ANJIR G MACEM MACEM LUH SETAN',1,1,245, anjir g macem macem luh setan ,anjir setan,11
"USER USER USER USER USER Eh toilet fifis onta melipir lagi. Ini di indonesia lho, gerombolan lu mabok budaya arab jd nya kayak gitu \xf0\x9f\x98\x82'",1,1,139, eh toilet fifis onta melipir lagi ini di indonesia lho gerombolan lu mabok budaya arab jd nya kayak gitu xf0 x9f x98 x82 ,eh toilet pipis onta melipir indonesia lo gerombolan mabuk budaya arab kayak,76
USER USER Situ lebih bego :)',1,1,250, situ lebih bego ,situ bego,9
"USER USER 08 for presiden, buat para jongos dan antek asing yg menguras bumi pertiwi bersiaplah......#2019GantiPresiden",1,1,199, 08 for presiden buat para jongos dan antek asing yg menguras bumi pe iwi bersiaplah 2019gantipresiden,08 for presiden jongos antek asing menguras bumi pe iwi bersiaplah 2019 ganti presiden,86
USER Jancuk! Pingin gue tabok itu anak',1,1,19, jancuk pingin gue tabok itu anak ,jancuk tabok anak,17
USER USER USER Utang 7000 trilyun. Tapi para kampret yg hidupnya melarat ikut makan. Kalo cebong udah happy hidupnya. Gak perlu akting sengsara gitu.',1,1,249, utang 7000 trilyun tapi para kampret yg hidupnya melarat ikut makan kalo cebong udah happy hidupnya gak perlu akting sengsara gitu ,utang 7000 triliun kampret hidupnya melarat makan cebong happy hidupnya akting sengsara,87
"USER USER Ini cebong dungu, korban PHP \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1,1,89, ini cebong dungu korban php xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 ,cebong dungu korban php,23
USER Cebong mana ngerti',1,1,211, cebong mana nge i ,cebong nge i,12
Ayo kita ajak Mas Goen beralih dari penyembah Allah SWT benci kafir jadi pembakar kemenyan,1,1,160,ayo kita ajak mas goen beralih dari penyembah allah swt benci kafir jadi pembakar kemenyan,ayo ajak mas goen beralih penyembah allah subhanahu wa taala benci kafir pembakar kemenyan,90
"USER USER USER USER USER USER IYA. SOALNYA LOE ga tahu junjungan loe toh membantai 200 lebih orang timtim peristiwa santa cruz... juga menculik aktivis, ga tahu di mana skrang... Loe ga sadar kalau junjunganmu itu penjahat internasional d",1,1,114, iya soalnya loe ga tahu junjungan loe toh membantai 200 lebih orang timtim peristiwa santa cruz juga menculik aktivis ga tahu di mana skrang loe ga sadar kalau junjunganmu itu penjahat internasional d,iya junjungan membantai 200 orang tim tim peristiwa santa crush menculik aktivis sadar junjunganmu penjahat internasional,121
"USER Dimaklumin aja, namanya juga KAMPRET, semua serba terbalik, hidupnya juga terbalik, menggelantung. Wajar kalau segala pemikirannya juga terbalik, kepalapun bau pesing karena kencingpun harus terbalik pula membasahi kepalanya. Pesing tak selalu",1,1,133, dimaklumin aja namanya juga kampret semua serba terbalik hidupnya juga terbalik menggelantung wajar kalau segala pemikirannya juga terbalik kepalapun bau pesing karena kencingpun harus terbalik pula membasahi kepalanya pesing tak selalu,dimaklumkan namanya kampret serba terbalik hidupnya terbalik menggelantung wajar pemikirannya terbalik kepalapun bau pesing kencingpun terbalik membasahi kepalanya pesing,170
"USER USER USER Apa hubungannya dgn munafik, kalian kitabnya dihina, laporkan dia kepolisian. Waspadai cebong kafir yg ngaku-ngaku Islam.",1,1,247, apa hubungannya dgn munafik kalian kitabnya dihina laporkan dia kepolisian waspadai cebong kafir yg ngaku ngaku islam ,hubungannya munafik kitabnya dihina laporkan kepolisian mewaspadai cebong kafir mengakui mengakui islam,103
USER Alah bullshit tai kotok',1,1,97, alah bullshit tai kotok ,alah bullshit tai kotok,23
USER Ngeri bangsaku si PKI biadab itu ingin bangkit ... tolak dan bubarkan !!!,1,1,57, ngeri bangsaku si pki biadab itu ingin bangkit tolak dan bubarkan ,ngeri bangsaku partai komunis indonesia biadab bangkit tolak bubarkan,69
RT USER ini orang kebiasaan jilat ludah sendiri.. Bik malu USER kami hormat SBY tapi tidak buzzer tolol satu ini,1,1,175, ini orang kebiasaan jilat ludah sendiri bik malu kami hormat sby tapi tidak buzzer tolol satu ini,orang kebiasaan jilat ludah bik malu hormat susilo bambang yudhoyono buzzer tolol,81
"USER USER USER Topik pembicaraan CEBONG dan BANI HOAX itu loncat\xc2\xb2 ya..\n\nDari Prestasi BABIHOK apa? - gak dijawab. Malah ke Tanah Abang (TA). Dikasih contoh TA yg baik, malah minta\xc2\xb2 yg buruknya.'",1,1,114, topik pembicaraan cebong dan bani hoax itu loncat xc2 xb2 ya n ndari prestasi babihok apa gak dijawab malah ke tanah abang ta dikasih contoh ta yg baik malah minta xc2 xb2 yg buruknya ,topik pembicaraan cebong bani hoaks loncat prestasi babi ahok tanah abang ta dikasih contoh ta buruknya,103
"USER lost respect untuk kesekian kalinya buat agency yg lo banggain, buat artis yang lo banggain. \nkelakuan tai kucing di kasih nyawa sih kea gini. \n\nlo di tampol duit sama lee sooman mau? di tampol lamborgini sama GD mau? di tampol sama material",1,1,194, lost respect untuk kesekian kalinya buat agency yg lo banggain buat a is yang lo banggain nkelakuan tai kucing di kasih nyawa sih kea gini n nlo di tampol duit sama lee sooman mau di tampol lamborgini sama gd mau di tampol sama material,lost respect kesekian kalinya agency banggakan a is banggakan kelakuan tai kucing kasih nyawa kea lo tabok duit lee soo man tabok lamborgini gede tabok material,160
USER Masalah dia i penulis ucapan kad raya cina tu??? ellooo???',1,1,133, masalah dia i penulis ucapan kad raya cina tu ellooo ,i penulis ucapan kad raya cina ellooo,37
Lw yang dungu...dunia tahu itu..,1,1,127,lw yang dungu dunia tahu itu ,dungu dunia,11
"Kata mama ""orang sombong itu temenya SETAN"" jadi jangan salahin gue, kalo gue gak mau temenan sama orang sombong kek lo!!'",1,1,137,kata mama orang sombong itu temenya setan jadi jangan salahin gue kalo gue gak mau temenan sama orang sombong kek lo ,mama orang sombong temannya setan salahkan berteman orang sombong kayak,71
"USER USER USER USER USER Kbnyakan kencing onta mahluk satu ini, emosi mulu dari td gua liat, dasar sumbu pendek si tidur kebalik.'",1,1,55, kbnyakan kencing onta mahluk satu ini emosi mulu dari td gua liat dasar sumbu pendek si tidur kebalik ,kebanyakan kencing onta makhluk emosi mulu lihat dasar sumbu pendek tidur kebalik,81
USER Gini aja.. Tempeng aja tuh bocah yg ngancam presiden.. Liat gimana reaksi para kacung nya',1,1,199, gini aja tempeng aja tuh bocah yg ngancam presiden liat gimana reaksi para kacung nya ,tempeng bocah mengancam presiden lihat reaksi kacung,52
"USER udah jelek, budek lagii :( .nga'",1,1,144, udah jelek budek lagii nga ,jelek budek,11
USER USER USER KAMPUNGAN!',1,1,28, kampungan ,kampungan,9
"USER Drama banget lu, Onta.'",1,1,93, drama banget lu onta ,drama banget onta,17
USER tulisan lu gua g bisa dipahami ama gua. soalnya otak gua bukan otak otak autis gak kek yg bikin thread gblknya ampe selkulit matii. lnjt boleh?',1,1,52, tulisan lu gua g bisa dipahami ama gua soalnya otak gua bukan otak otak autis gak kek yg bikin thread gblknya ampe selkulit matii lnjt boleh ,tulisan dipahami otak otak otak autis kayak bikin thread gobloknya sel kulit mati,81
"Ni cara bicara org msh ingusan,, bicara ny sdh sngt ngawur dan keterlaluan,, dan akhir ny gue di block,, banci lo URL",1,1,202,ni cara bicara org msh ingusan bicara ny sdh sngt ngawur dan keterlaluan dan akhir ny gue di block banci lo url,bicara orang ingusan bicara ngawur blok banci,45
USER USER USER USER USER USER USER USER USER USER USER takbir wan sambil lempar bom alohmubarbar mayat ayat quran timteng bikin muslim radicals tolol tanpa otak.',1,1,68, takbir wan sambil lempar bom alohmubarbar mayat ayat quran timteng bikin muslim radicals tolol tanpa otak ,takbir wan lempar bom allahmu barbar mayat ayat alquran timur bikin muslim radikal tolol otak,93
USER bangke lu yen cabul',1,1,242, bangke lu yen cabul ,bangkai yen cabul,17
"BUAT STATUS JOMBLO NYA UDAH TERLALU LAMA ,GILIRAN ADA COWOK YG KOMENT STTS NYA SOK CUEK..\nCEWEK BAJINGAN DAHAK BIAWAK KADAL AER..'",1,1,24,buat status jomblo nya udah terlalu lama giliran ada cowok yg koment stts nya sok cuek ncewek bajingan dahak biawak kadal aer ,status jomlo giliran cowok komen status sok cuek cewek bajingan dahak biawak kadal air,86
"USER USER USER Aduhhh bencong USER, nyerang apa cong ? Gak kebalik? Rumpi deh lonte lanang ini.. dapur apa cong? Yg jelas dong.. jd banci jangan separo2.. kalah sama anaknya duda yg jd designer di LN lo.. \xf0\x9f\x98\x82\xf0\x9f\xa4\xaa\xf0\x9f\x99\x8b\x",1,1,47, aduhhh bencong nyerang apa cong gak kebalik rumpi deh lonte lanang ini dapur apa cong yg jelas dong jd banci jangan separo2 kalah sama anaknya duda yg jd designer di ln lo xf0 x9f x98 x82 xf0 x9f xa4 xaa xf0 x9f x99 x8b x,aduh bencong menyerang cong kebalik rumpi deh lonte laki laki dapur cong banci kalah anaknya duda designer ln x,111
"Indons : Alhamdulillah ya Allah udah nyelamatin anak2 Thailand \n\nThai : ??? yg nyelamatin kita manusia2 kapir. Bukan Tuhan lu, kontol!'",1,1,78,indons alhamdulillah ya allah udah nyelamatin anak2 thailand n nthai yg nyelamatin kita manusia2 kapir bukan tuhan lu kontol ,indonesia alhamdulillah allah menyelamatkan anak anak thailand thai menyelamatkan manusia manusia kafir tuhan kontol,116
USER Situ juga sarap berarti anjer',1,1,244, situ juga sarap bera i anjer ,situ sarap bera i anjir,23
"USER manusia2 tolol semua pada takut Ahok keluar, kasian bangat hidup kalian disana, bengitu idiot and stupid.'",1,1,122, manusia2 tolol semua pada takut ahok keluar kasian bangat hidup kalian disana bengitu idiot and stupid ,manusia manusia tolol takut ahok kasihan banget hidup idiot and bodoh,69
USER Stupid question. Kalo mau ngentod gak usah puasa goblog.',1,1,57, stupid question kalo mau ngentod gak usah puasa goblog ,bodoh question ngentot puasa goblok,35
Rakyat menolak KERAS!! Jika Indonesia dipimpin oleh komplotan MAFIA &amp; BAJINGAN ini! URL,1,1,152,rakyat menolak keras jika indonesia dipimpin oleh komplotan mafia amp bajingan ini url,rakyat menolak keras indonesia dipimpin komplotan mafia amp bajingan,68
"RT USER: USER USER USER Iya betul si vivin tai !!! Dasar pelakor,,,ngaku"" alexa alda drpd rico baj\xe2\x80\xa6'",1,1,34, iya betul si vivin tai dasar pelakor ngaku alexa alda drpd rico baj xe2 x80 xa6 ,iya vivin tai dasar perebut laki orang mengakui alexa alda rico baj,67
"USER USER USER RMOL itu apa? gw juga bisa bikin berita indonesia menang piala dunia, kasih link yg kredibel,, alah pecundang culun yg nampilin identitas aslinya aja gk berani kok banyak bacot nyet \xf0\x9f\x98\x82 hp gw buatan korea cuy ngahahaha'",1,1,247, rmol itu apa gw juga bisa bikin berita indonesia menang piala dunia kasih link yg kredibel alah pecundang culun yg nampilin identitas aslinya aja gk berani kok banyak bacot nyet xf0 x9f x98 x82 hp gw buatan korea cuy ngahahaha ,rakyat merdeka on line bikin berita indonesia menang piala dunia kasih link kredibel alah pecundang culun menampilkan identitas aslinya berani bacot monyet handphone buatan korea coy haha,187
Maunya Indonesia seperti Singapura kasih cina berkuasa. Dasar cebong otak reklamasi. Brekekekekek URL,1,1,81,maunya indonesia sepe i singapura kasih cina berkuasa dasar cebong otak reklamasi brekekekekek url,maunya indonesia sepe i singapura kasih cina berkuasa dasar cebong otak reklamasi,81
"USER USER USER USER USER USER USER USER USER USER USER Biasa.. bani coli, ngga beda jauh sm junjungan dan kawan2nya.. haha'",1,1,110, biasa bani coli ngga beda jauh sm junjungan dan kawan2nya haha ,bani coli beda junjungan kawan kawannya haha,44
USER Bangke \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,155, bangke xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 ,bangkai,7
Abang ipar adam ni pun bangkai dasar penunggang agama!!!!!',1,1,174,abang ipar adam ni pun bangkai dasar penunggang agama ,abang ipar adam bangkai dasar penunggang agama,46
USER USER Jd ingat congor oknum Nasdem klo si joko kalah di 2019 Indonesia bubar,1,1,40, jd ingat congor oknum nasdem klo si joko kalah di 2019 indonesia bubar,congor oknum nasional demokrat joko kalah 2019 indonesia bubar,62
"USER udah lu jgn panik gitu. ahok si kutil babi bakal tumbang kok di putaran kedua. teruskan cuapcuap mu di sosmed, gak ngaruh.",1,1,113, udah lu jgn panik gitu ahok si kutil babi bakal tumbang kok di putaran kedua teruskan cuapcuap mu di sosmed gak ngaruh ,panik ahok kutil babi tumbang putaran teruskan cuap cuap mu media sosial berpengaruh,84
"online cuma dapet pajak dr incm persh online nye,yg dapet income nha hny dr iklan,iuran premium beberapa produk,lost tax brp dibanding usaha di mall, nyerap ten kerja,online apa yg diserap? bloon jgn dipelihara wi, USER USER USER @",1,1,52,online cuma dapet pajak dr incm persh online nye yg dapet income nha hny dr iklan iuran premium beberapa produk lost tax brp dibanding usaha di mall nyerap ten kerja online apa yg diserap bloon jgn dipelihara wi ,online pajak income persh online income iklan iuran premium produk lost tax dibanding usaha mal menyerap ten kerja online diserap dipelihara wi,143
USER USER USER Pasti bani kampret yang menyamar \xf0\x9f\x98\x92\n\nLemparin minyak babi...',1,1,108, pasti bani kampret yang menyamar xf0 x9f x98 x92 n nlemparin minyak babi ,bani kampret menyamar lemparkan minyak babi,43
USER Cara2 DUNGU dilakukan rezim dungu..\n\nKlop.',1,1,66, cara2 dungu dilakukan rezim dungu n nklop ,dungu rezim dungu klop,22
USER USER USER Sok kenal lu kunyuk',1,1,114, sok kenal lu kunyuk ,sok kenal kunyuk,16
USER USER Kata lu suruh ceritain geblek',1,1,200, kata lu suruh ceritain geblek ,suruh ceritakan geblek,22
USER Kemenangan Anies Sandi berbau busuk dan anyir bernanah luka bathin yg terluka oleh penghinaan SARA dan ujaran kebencian...,1,1,121, kemenangan anies sandi berbau busuk dan anyir bernanah luka bathin yg terluka oleh penghinaan sara dan ujaran kebencian ,kemenangan anies sandi berbau busuk anyir bernanah luka batin terluka penghinaan sara ujaran kebencian,102
USER Cacat sia USER',1,1,167, cacat sia ,cacat,5
