Tweet,HS,Abusive,Char_Length,Casefolding
Ayo buang Alquran kitab SAMPAH USER USER USER USER USER USER,1,1,248,ayo buang alquran kitab sampah 
USER ini semua salah cebong!!',1,1,184, ini semua salah cebong 
USER USER Kalo Jokowi - Tommy jadi RI1 &amp; RI2 .dipastikan Cebong banyak yg bunuh diri . \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,84, kalo jokowi tommy jadi ri1 amp ri2 dipastikan cebong banyak yg bunuh diri xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 
"RT USER: USER Ahok ini sosok yg komplit, selain hatinya busuk, ucapannya menjijikkan, perbuatannya gak kalah brengsek, menista\xe2\x80\xa6'",1,1,90, ahok ini sosok yg komplit selain hatinya busuk ucapannya menjijikkan perbuatannya gak kalah brengsek menista xe2 x80 xa6 
USER Penghianat nkri adalah komplotan yg membuat keputusan merugikan negara !! Tenggelamkan komplotan moncong babi antek pki',1,1,31, penghianat nkri adalah komplotan yg membuat keputusan merugikan negara tenggelamkan komplotan moncong babi antek pki 
"Anda perlu menyadarkan wanita Indonesia, Muhammad bajad setelah Khadijah meninggal, menjadikan perempuan budak seks",1,1,206,anda perlu menyadarkan wanita indonesia muhammad bajad setelah khadijah meninggal menjadikan perempuan budak seks
"USER USER USER Lo yang bego, baca tu ""SALAH SATU"" , makanya baca dulu biar gak Dungu Bong'",1,1,112, lo yang bego baca tu salah satu makanya baca dulu biar gak dungu bong 
USER USER USER Tai luh mah',1,1,161, tai luh mah 
USER USER 1) DPR mempunyai legislasi nasional ternakin cebong gk pk ngomong',1,1,204, 1 dpr mempunyai legislasi nasional ternakin cebong gk pk ngomong 
"USER Dulu kawan, sekarang lawan...menyelematkan diri masing masing, kalian bajingan semua.'",1,1,221, dulu kawan sekarang lawan menyelematkan diri masing masing kalian bajingan semua 
USER USER urusin donk cung...kan sesembahan nya bani kacung spt kalian cung \xf0\x9f\x98\x82',1,1,52, urusin donk cung kan sesembahan nya bani kacung spt kalian cung xf0 x9f x98 x82 
Si Om Bule agak geblek ya malem2 begini sepedaan.. Hmm',1,1,243,si om bule agak geblek ya malem2 begini sepedaan hmm 
USER Pokonya kita bales tu partai silit item',1,1,48, pokonya kita bales tu pa ai silit item 
dulatips hahaha. herannya para cebong ini seneng banget agung2in junjungannya yg plonga-plongo itu \xf0\x9f\xa4\x94',1,1,63,dulatips hahaha herannya para cebong ini seneng banget agung2in junjungannya yg plonga plongo itu xf0 x9f xa4 x94 
"Allah SWT tidak bisa diajak gaul Pak Lukman, sukanya dengar orang ngaji terutama ayat penggal kafir dan cocok2 penis",1,1,68,allah swt tidak bisa diajak gaul pak lukman sukanya dengar orang ngaji terutama ayat penggal kafir dan cocok2 penis
anies akan merangkul dua2nya untuk persatuan tidak spt ente dangkal & cekak intelektual hanya jadi budak ahok kafir.,1,1,47,anies akan merangkul dua2nya untuk persatuan tidak spt ente dangkal cekak intelektual hanya jadi budak ahok kafir 
USER USER cebong mana ngerti. #katawarganet',1,1,158, cebong mana nge i katawarganet 
"Nek bener 1,8T brrti yo bajingan tenan wonge.'",1,1,51,nek bener 1 8t br i yo bajingan tenan wonge 
"USER Ternyata manusia satu ini orang paling busuk,lebih busuk dari bangkai,,zonk zonk'",1,1,80, ternyata manusia satu ini orang paling busuk lebih busuk dari bangkai zonk zonk 
"ketika hal gak masuk akal di bilang bagus, sedangkan akal sehat di bilang pemalas . . . Bejat, majuo kabeh sak perumahan, LOSSSSS, #RaUsahMundurRaUsahWedi'",1,1,104,ketika hal gak masuk akal di bilang bagus sedangkan akal sehat di bilang pemalas bejat majuo kabeh sak perumahan losssss rausahmundurrausahwedi 
USER USER USER USER USER USER USER USER USER USER USER USER USER udah mulai kampanye? ntr kalau tetep presidennya Jokowi jgn mencret ya \xf0\x9f\x98,1,1,246, udah mulai kampanye ntr kalau tetep presidennya jokowi jgn mencret ya xf0 x9f x98
"Urus endog saja ga pecus gmn dgn urusan yg lain ,\n\nDasar cungkring dah pea ,minta 2 x'",1,1,222,urus endog saja ga pecus gmn dgn urusan yg lain n ndasar cungkring dah pea minta 2 x 
Apakah cocok-cocok penis dengan empat istri akan diijinkan Pak Lukman?,1,1,153,apakah cocok cocok penis dengan empat istri akan diijinkan pak lukman 
USER Tweet kamu bikin netizen suudzon ke kamu. Kurang-kurangin. Ngentod',1,1,30, tweet kamu bikin netizen suudzon ke kamu kurang kurangin ngentod 
Anda memenggal video itu. Untuk menggoreng angin? Cuma orang dungu yang nekat menggoreng angin:),1,1,131,anda memenggal video itu untuk menggoreng angin cuma orang dungu yang nekat menggoreng angin 
USER Dasar brengsek',1,1,73, dasar brengsek 
RT USER: USER USER USER kafir PKI nyamar jd islam dia. yg jelek2in jkw itu kafir PKI smua.,1,1,28, kafir pki nyamar jd islam dia yg jelek2in jkw itu kafir pki smua 
alumni sekte togel banyak kena gangguan jiwa :)) #KARMA,1,1,58,alumni sekte togel banyak kena gangguan jiwa karma
"USER Kalau dpkir walaupun kita tdk stuju ""islam nusantara""tp scr gak langsung nama ""islam"" kena kena juga imbasnya \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\nBrengsek tuh Antek Zionis yg nyelip diormas !!'",1,1,128, kalau dpkir walaupun kita tdk stuju islam nusantara tp scr gak langsung nama islam kena kena juga imbasnya xf0 x9f x98 xa3 xf0 x9f x98 xa3 xf0 x9f x98 xa3 nbrengsek tuh antek zionis yg nyelip diormas 
jaringan indosat memang ampas sekali \n3:) fuck you indosat',1,1,65,jaringan indosat memang ampas sekali n3 fuck you indosat 
"Gaya beruk preman kampung, begini klo mantan supir tembak metromini masuk dpr. Kampungan berdebat malah ngajak berantam dan ngancam kyk banteng. URL",1,1,247,gaya beruk preman kampung begini klo mantan supir tembak metromini masuk dpr kampungan berdebat malah ngajak berantam dan ngancam kyk banteng url
"Gak apa apa disebut Cebong. Tapi jangan sebut orang lain dengan sebutan kafir, karena kafir tak boleh jadi pemimpin, kafir tak boleh dijadikan teman, kafir harus dimusuhi, dll, dll....\n\nBegitu, tad.'",1,1,48,gak apa apa disebut cebong tapi jangan sebut orang lain dengan sebutan kafir karena kafir tak boleh jadi pemimpin kafir tak boleh dijadikan teman kafir harus dimusuhi dll dll n nbegitu tad 
Cocot bosok.',1,1,164,cocot bosok 
"Hi.. Hi.. Hi.. ; Kitab Suci Berisi Ayat Fiksi alias Hayalan belaka. ; ; Berarti Kitab Suci Berisikan HOAX .; Penyebar Agama = Penyebar Hoax ; ; Pantesan, semakin orang mengimani kitab suci Otak Makin dipantat dekat dengan Kentut ; ?????; #atheis; #Gem",1,1,243,hi hi hi kitab suci berisi ayat fiksi alias hayalan belaka bera i kitab suci berisikan hoax penyebar agama penyebar hoax pantesan semakin orang mengimani kitab suci otak makin dipantat dekat dengan kentut atheis gem
"USER USER USER Salahnya Dia, mukanya jelek, mulutnya bay, otaknya Kotor. Apalagi didikan parte munafik ngaku dakwah kelakuan bejad.'",1,1,83, salahnya dia mukanya jelek mulutnya bay otaknya kotor apalagi didikan pa e munafik ngaku dakwah kelakuan bejad 
"USER Front Perusak Islam gak bakal demo anies ,sebab sama sama rusaknya, apalagi ketua cabulnya kabur gak tanggung jawab , pengecut munafik hadapi proses hukum'",1,1,108, front perusak islam gak bakal demo anies sebab sama sama rusaknya apalagi ketua cabulnya kabur gak tanggung jawab pengecut munafik hadapi proses hukum 
Efek TGB Kayaknya bnyk temen2 yg bicaranya mendadak udah kek cebong ya?! \n#OgahJadiCebong',1,1,44,efek tgb kayaknya bnyk temen2 yg bicaranya mendadak udah kek cebong ya n ogahjadicebong 
USER Mantan yg terkutuk',1,1,63, mantan yg terkutuk 
"USER Wkwk curcol lu bajing, kaga masuk mentab mampus'",1,1,146, wkwk curcol lu bajing kaga masuk mentab mampus 
"mmg kalo gak pernah turun langsung ke lapangan.., maka tdk pernah tahu masalah yg sesungguhnya... panteslah kalo jadi jongos Cina... huft",1,1,69,mmg kalo gak pernah turun langsung ke lapangan maka tdk pernah tahu masalah yg sesungguhnya panteslah kalo jadi jongos cina huft
"USER USER USER Lebih sadis gerombolan elo saat SBY berkuasa, sampel bawa kebo segala.. klo rezim kodok bawa babi udh diciduk.. gitu bong.. ingat jangan mendem aja di kolam butek.. otak Lo jadi pindah ke dengkul bong..\xf0",1,1,187, lebih sadis gerombolan elo saat sby berkuasa sampel bawa kebo segala klo rezim kodok bawa babi udh diciduk gitu bong ingat jangan mendem aja di kolam butek otak lo jadi pindah ke dengkul bong xf0
USER SIRIK AE LU ONTA\xf0\x9f\x98\x83',1,1,68, sirik ae lu onta xf0 x9f x98 x83 
"USER USER USER USER USER USER USER USER Nanti bisa2 kamvret bilang, pak Jokowi antek china karena kasih banyak medali emas utk china ! \n\xf0\x9f\x98\x82'",1,1,48, nanti bisa2 kamvret bilang pak jokowi antek china karena kasih banyak medali emas utk china n xf0 x9f x98 x82 
"USER USER USER Katanya pintar gw tanya gugat nya gimana malah ngataian cebong , ngeles kayak bajaj aza loe kata. Menguggat itu gampang .... Hahahaha'",1,1,59, katanya pintar gw tanya gugat nya gimana malah ngataian cebong ngeles kayak bajaj aza loe kata menguggat itu gampang hahahaha 
"Dapet wi-fi rumah sakit, emang saik lah \xe2\x99\xac\xef\xbc\xbc(\xef\xbd\xa5\xe0\xb8\xb4\xe1\xb5\x8c\xef\xbd\xa5\xe0\xb8\xb4)\xef\xbc\x8f\xe2\x99\xaa walopun ini rumah sakit orang-orang nya kek kampret (\xe2\x98\x9e\xe2\x97\x91\xe3\x85\x82\xe2\x97\x91\x",1,1,154,dapet wi fi rumah sakit emang saik lah xe2 x99 xac xef xbc xbc xef xbd xa5 xe0 xb8 xb4 xe1 xb5 x8c xef xbd xa5 xe0 xb8 xb4 xef xbc x8f xe2 x99 xaa walopun ini rumah sakit orang orang nya kek kampret xe2 x98 x9e xe2 x97 x91 xe3 x85 x82 xe2 x97 x91 x
"USER mls deh gwa baca nya, emg bener2 sok ganteng bgt si lw onta'",1,1,35, mls deh gwa baca nya emg bener2 sok ganteng bgt si lw onta 
"Beda dgn Muhammad Arab Buta Huruf Mengaku Nabi, dipercaya sempurna padahal nebarkan kebiadaban: bunuh & cocok2 Penis",1,1,64,beda dgn muhammad arab buta huruf mengaku nabi dipercaya sempurna padahal nebarkan kebiadaban bunuh cocok2 penis
USER USER Ini orang pasti lupa bayar karyawan nya jangan bacot',1,1,121, ini orang pasti lupa bayar karyawan nya jangan bacot 
Boleh donk..\n\nUMAT ISLAM membuat DAFTAR nama2 MENTERI SONTOLOYO dan MENTERI yg KORUP\n\nBgaimana klo DIMULAI dg nama :\n\nUSER \n\nMenteri paling SONTOLOYO\nMengaku MUSLIM tp tabiatnya menista ISLAM\n\nMenteri yg pro LGBT ini justru membata,1,1,96,boleh donk n numat islam membuat daftar nama2 menteri sontoloyo dan menteri yg korup n nbgaimana klo dimulai dg nama n n n nmenteri paling sontoloyo nmengaku muslim tp tabiatnya menista islam n nmenteri yg pro lgbt ini justru membata
USER USER USER USER Titip bogem aja vroh ... Dibiarin ngelunjak tuh kunyuk',1,1,90, titip bogem aja vroh dibiarin ngelunjak tuh kunyuk 
"USER bodo, lu aja nenek kan'",1,1,72, bodo lu aja nenek kan 
Perampok goblok. URL,1,1,111,perampok goblok url
USER USER USER USER USER USER USER Sekte kampret . Kecoa jamban. 212. Genk daster . Gak ingin jokowi 2 periode. Pikiran mereka kapan gw bisa nilep duit negara ? Ngadalin umat dll\xf0\x9f\x98\x82.',1,1,75, sekte kampret kecoa jamban 212 genk daster gak ingin jokowi 2 periode pikiran mereka kapan gw bisa nilep duit negara ngadalin umat dll xf0 x9f x98 x82 
"USER cebong takut anies akan mnyapu habis got"" slruh indonesia.....hingga cebong gak bisa hidup lagi.'",1,1,148, cebong takut anies akan mnyapu habis got slruh indonesia hingga cebong gak bisa hidup lagi 
USER FI : Ni cewek satu agak burik keknya\n\nNow : BGSD TERNYATA HODE BURIK',1,1,235, fi ni cewek satu agak burik keknya n nnow bgsd ternyata hode burik 
GAPERNAH MENDALAMI AL-QURAN YA BANG??? PANTESAN MULUTNYA KAYA ORANG KAFIR BEJAT HINA USER',1,1,48,gapernah mendalami al quran ya bang pantesan mulutnya kaya orang kafir bejat hina 
USER USER rep help rt lelang acc ??? mata lo picek? mentang2 username kita sama2 y depannya terus lo bilang kalo gue ngikutin usn lo? pengen amat lo diikutin segalanya',1,1,54, rep help lelang acc mata lo picek mentang2 name kita sama2 y depannya terus lo bilang kalo gue ngikutin usn lo pengen amat lo diikutin segalanya 
USER Ge doain antek si gerung modar kena bom',1,1,232, ge doain antek si gerung modar kena bom 
"USER Lalu kembali aku bebisik kepadanya dgn lebih lembut dan penuh cinta, ""raimu mangan gaji buta kampret!""'",1,1,74, lalu kembali aku bebisik kepadanya dgn lebih lembut dan penuh cinta raimu mangan gaji buta kampret 
USER USER USER USER Maksud gua ngatain USER yg goblo!!! pak jokowi selama ini bayar utang SBY jadi utang itu yg bayar pasti presiden berikutnya.,1,1,122, maksud gua ngatain yg goblo pak jokowi selama ini bayar utang sby jadi utang itu yg bayar pasti presiden berikutnya 
"Apakah ini beradab? Jika setuju, tidak beradab, buang Islam karena hanya dgn buang Islam, kebiadaban dapat dikurangi",1,1,113,apakah ini beradab jika setuju tidak beradab buang islam karena hanya dgn buang islam kebiadaban dapat dikurangi
USER USER USER USER Cebong DUNGU... Apakah ada aturan di USER tentang larangan tulisan berita ??',1,1,19, cebong dungu apakah ada aturan di tentang larangan tulisan berita 
RT USER: Akun kecebong yang ada kebanyakan dikelola etnis tertentu. Gaya pengecut cebong Jakarta. Mereka dendam dgn anies-sandi.,1,1,256, akun kecebong yang ada kebanyakan dikelola etnis te entu gaya pengecut cebong jaka a mereka dendam dgn anies sandi 
USER Shia kafir. \xf0\x9f\x98\x82',1,1,85, shia kafir xf0 x9f x98 x82 
USER USER bacot kamu pecun',1,1,57, bacot kamu pecun 
"RT USER: USER Saya pikir naik onta kesana bro, eh ternyata masih pakai juga buatan kafir. Makanya jangan ngebacot semba\xe2\x80\xa6'",1,1,255, saya pikir naik onta kesana bro eh ternyata masih pakai juga buatan kafir makanya jangan ngebacot semba xe2 x80 xa6 
RT USER: maju lu anjing URL,1,1,162, maju lu anjing url
USER kaya tai congor jebleh lebar kaya anjing',1,1,199, kaya tai congor jebleh lebar kaya anjing 
"ahmad dhani itu borok, sampah, babi, anjing. Saya adalah orang pertama yg sangat muak liat muka dhani dan saya berbangga.",1,1,24,ahmad dhani itu borok sampah babi anjing saya adalah orang pe ama yg sangat muak liat muka dhani dan saya berbangga 
USER mata lo picek',1,1,43, mata lo picek 
Kalo badan ue bisa ngomong:\n\xe2\x80\x9cHoi lu ngga denger tulang gue bunyi semua? Mata gue lelah liatin layar mele! Tangan capek ngetik mele? Heh budek apa lu?!\xe2\x80\x9d\n\n\xe2\x80\x9cGue denger bego!! Maafin ue\xe2\x80\x9d \xf0\x9f\x98\xad\xf0\x9f,1,1,130,kalo badan ue bisa ngomong n xe2 x80 x9choi lu ngga denger tulang gue bunyi semua mata gue lelah liatin layar mele tangan capek ngetik mele heh budek apa lu xe2 x80 x9d n n xe2 x80 x9cgue denger bego maafin ue xe2 x80 x9d xf0 x9f x98 xad xf0 x9f
Perilaku Si BABI USER ini memang benci dgn hal berbau Islam. Cocok dgn Ahok. USER,1,1,101,perilaku si babi ini memang benci dgn hal berbau islam cocok dgn ahok 
USER USER USER Wajah anak lo Kliatan Bgt ya!! Penuh dendam dan kebencian! Pasti anak anak lo makan dari hasil uang haram. Bapaknya kayak lo!! Banci dan rumpi!!! Lo ngatain gue makan tai?? Nah lo dan istri serta anak anak dan ortu lo makan bangke uang haram,1,1,114, wajah anak lo kliatan bgt ya penuh dendam dan kebencian pasti anak anak lo makan dari hasil uang haram bapaknya kayak lo banci dan rumpi lo ngatain gue makan tai nah lo dan istri se a anak anak dan o u lo makan bangke uang haram
USER Ayo mana si tua bangke dan pendukung kampretnya...',1,1,149, ayo mana si tua bangke dan pendukung kampretnya 
"USER Pak USER mungkin Anda tak perlu umumkan Muhammad nabi gadungan, biarkan rakyat dapat info benar",1,1,227, pak mungkin anda tak perlu umumkan muhammad nabi gadungan biarkan rakyat dapat info benar
USER USER USER USER Sangat Setuju Sekali! Bangsa Indonesia butuh USER sbg seorang pahlawan nasionalis yg mengajarkan kita untuk mencintai NKRI. Para kaum radikalis pecinta kencing onta biadab ini hrs disingkirkan! Kerjaan rad,1,1,50, sangat setuju sekali bangsa indonesia butuh sbg seorang pahlawan nasionalis yg mengajarkan kita untuk mencintai nkri para kaum radikalis pecinta kencing onta biadab ini hrs disingkirkan kerjaan rad
USER Habis enak terus disakitin \nDasar cowok brengsek',1,1,201, habis enak terus disakitin ndasar cowok brengsek 
USER USER USER USER USER USER USER USER USER Yaa namanya juga kegoblokan akut bang. Diajarin pinter malah makin dongo \xf0\x9f\x98\x81',1,1,30, yaa namanya juga kegoblokan akut bang diajarin pinter malah makin dongo xf0 x9f x98 x81 
USER USER Karena bayk terdoktrin tagar ide PKS \nWalau pendidikan tinggi malah jadi sontoloyo\nKetololan mengalahkan kewarasan\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4',1,1,60, karena bayk terdoktrin tagar ide pks nwalau pendidikan tinggi malah jadi sontoloyo nketololan mengalahkan kewarasan xf0 x9f x98 xa1 xf0 x9f x98 xa1 xf0 x9f x98 xa1 xf0 x9f x98 xa1 xf0 x9f x98 xa4 xf0 x9f x98 xa4 xf0 x9f x98 xa4 
Ex Koruptor\nNyaleg..?\nApa partai Politik..\nTak berfikir..\nItu bisa menurunkan\nCitra Partai..?\nGeblek amat..',1,1,94,ex koruptor nnyaleg napa pa ai politik ntak berfikir nitu bisa menurunkan ncitra pa ai ngeblek amat 
Ahok si penghina Al - Qur'an dan Ulama ini selalu bersikap menjijikkan yaitu sok suci dan merasa paling benar https:\/\/t.co\/bTkCeTNk0g,1,1,34,ahok si penghina al qur an dan ulama ini selalu bersikap menjijikkan yaitu sok suci dan merasa paling benar https t co btkcetnk0g
USER Alhamdulillah gub gagal &amp; bobrok sdh diganti gubernur muslim yg jauh lebih baik. Insyaalloh #2019GantiPresiden ?; Jangan pernah lelah berjuang. Niatkan sbg ibadah dan nikmati perjuangan melawan pemimpin dholim,1,1,96, alhamdulillah gub gagal amp bobrok sdh diganti gubernur muslim yg jauh lebih baik insyaalloh 2019gantipresiden jangan pernah lelah berjuang niatkan sbg ibadah dan nikmati perjuangan melawan pemimpin dholim
USER USER USER Lo bilang otak gue belatung bersarang?? Ahhh! Ehhh banci!! Bukannya itu isi otak dan hati lo.. isinya belatung bangke karena kebencian akut lo!! \xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae',1,1,149, lo bilang otak gue belatung bersarang ahhh ehhh banci bukannya itu isi otak dan hati lo isinya belatung bangke karena kebencian akut lo xf0 x9f xa4 xae xf0 x9f xa4 xae xf0 x9f xa4 xae xf0 x9f xa4 xae 
"RT USER: Dari dulu USER &amp; USER sering langgar aturan UU, lu pade MINGKEM kek BANGKE!\n\nBegitu USER &amp; USER\xe2\x80\xa6'",1,1,73, dari dulu amp sering langgar aturan uu lu pade mingkem kek bangke n nbegitu amp xe2 x80 xa6 
USER USER Salah ortunya dunk kak kenapa mereka kampret kalo mereka bukan kampret ga mungkin menetas kampret \xf0\x9f\x98\x85',1,1,86, salah o unya dunk kak kenapa mereka kampret kalo mereka bukan kampret ga mungkin menetas kampret xf0 x9f x98 x85 
USER USER USER USER USER USER USER USER USER USER USER PKS = Paguyuban Kampret Sarap \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x98\xa2',1,1,96, pks paguyuban kampret sarap xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f x98 xa2 
USER USER Kebanyakan minum air kencing onta atau air minum dari suling tinja. makanya otaknya error. Stress',1,1,54, kebanyakan minum air kencing onta atau air minum dari suling tinja makanya otaknya error stress 
"Kata para pki biadab agama itu candu masyarakat \xf0\x9f\x98\xaa tapi kalau agama itu digunakan untuk melawan feodalisme &amp; kapitalisme baru agama itu benar. Hei bajingan, begitu rendahkah kalian menganggap orang yg beragama? ingin menjadikan kami ala",1,1,74,kata para pki biadab agama itu candu masyarakat xf0 x9f x98 xaa tapi kalau agama itu digunakan untuk melawan feodalisme amp kapitalisme baru agama itu benar hei bajingan begitu rendahkah kalian menganggap orang yg beragama ingin menjadikan kami ala
USER USER Mampus #MTVLAFANEXOL #MTVLAKPOPEXO #MTVLADANCEKOKOBOP USER',1,1,256, mampus mtvlafanexol mtvlakpopexo mtvladancekokobop 
#MataNajwaDebatJakarta topeng anda hari ini fix terbuka USER .. anda sama dgn yg mendukung anda.. BAU BUSUK,1,1,87, matanajwadebatjaka a topeng anda hari ini fix terbuka anda sama dgn yg mendukung anda bau busuk
"USER kalau sudah masuk lingkaran MLM, sulit lepas. upline jadi komisaris downline yg rugi; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #Pl",1,1,282, kalau sudah masuk lingkaran mlm sulit lepas upline jadi komisaris downline yg rugi keahlian cebong hanya 1 tukang tipu cebong mah gitu goblok nggak ketulungan plonga plongo mengakibatkan optimisme berlebihan 2019gantipresiden pl
USER USER Bocah pake baju item bangsad sekali tanpa ada rasa bersalah\xf0\x9f\x98\xb6',1,1,74, bocah pake baju item bangsad sekali tanpa ada rasa bersalah xf0 x9f x98 xb6 
USER USER USER USER USER itu BENCONG hasil selingkuhan maknya p3r3k gerwani dgn kuda wowok... lahir lah si onta bencong akun abal2..... ngeooaahahahaaaaa \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x92\xa6\xf,1,1,256, itu bencong hasil selingkuhan maknya p3r3k gerwani dgn kuda wowok lahir lah si onta bencong akun abal2 ngeooaahahahaaaaa xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f x92 xa6 xf
USER Cuma pinter bacot ya lawan nya bu Sri..? \xf0\x9f\x98\x81',1,1,131, cuma pinter bacot ya lawan nya bu sri xf0 x9f x98 x81 
USER haha boca agama lucu. Baru bangkit dr abad pertama barangkali goblok fuck',1,1,56, haha boca agama lucu baru bangkit dr abad pe ama barangkali goblok fuck 
USER USER Cebong mah di otakny ngeres mulu. Hny seputaran coli',1,1,50, cebong mah di otakny ngeres mulu hny seputaran coli 
"Tipikal bani 212 bin onta kampret : cepat memuji org yg dihormati, cepat juga mencaci nya kembali.... salam TGB ... ngoahaha #BubarkanPKS'",1,1,140,tipikal bani 212 bin onta kampret cepat memuji org yg dihormati cepat juga mencaci nya kembali salam tgb ngoahaha bubarkanpks 
USER Kakak kampungan cuyih',1,1,82, kakak kampungan cuyih 
#2019GantiPresiden scra konstitusional itu hak setiap rakyat woii! . Gini nih kalo klo planga plongo tp kelakuan otoriter.,1,1,121, 2019gantipresiden scra konstitusional itu hak setiap rakyat woii gini nih kalo klo planga plongo tp kelakuan otoriter 
"USER Den...den...\nNista banget hidup lo..\nUdah fitnah Abu Jibriel gak minta maaf, sekarang bikin fitnah baru lagi.\nDan followermu, menyedihkan banget tingkat kecerdasannya....\nMain setuja setuju ae mbek congormu.\nBosok, su....'",1,1,138, den den nnista banget hidup lo nudah fitnah abu jibriel gak minta maaf sekarang bikin fitnah baru lagi ndan followermu menyedihkan banget tingkat kecerdasannya nmain setuja setuju ae mbek congormu nbosok su 
"USER Emangnya lo siapa, sontoloyo si pengecut'",1,1,42, emangnya lo siapa sontoloyo si pengecut 
USER org kaya gitu emg maunya bayinya dibunuh aja. polisi moral keparat',1,1,90, org kaya gitu emg maunya bayinya dibunuh aja polisi moral keparat 
USER USER USER USER USER Apa beda nya sama bani kampret kayak anda bro... Mudah di provokasi \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x86',1,1,79, apa beda nya sama bani kampret kayak anda bro mudah di provokasi xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x86 
USER brisik lu bacot',1,1,108, brisik lu bacot 
USER USER iih...cebong cebong....gagal paham kali kau....ga salah kalau udah kena virus cebong...jadi dungu...hahahaha ga bisa trima kenyataan yah....kasihan deh lo.',1,1,45, iih cebong cebong gagal paham kali kau ga salah kalau udah kena virus cebong jadi dungu hahahaha ga bisa trima kenyataan yah kasihan deh lo 
"USER klo jaman dki yg dimainkan isu cina ,kapir. sekarang yg cina kapir justru dari keluarga si ono. silit eh sulit lah'",1,1,48, klo jaman dki yg dimainkan isu cina kapir sekarang yg cina kapir justru dari keluarga si ono silit eh sulit lah 
USER USER berani bubarkan KPK?? akan berhadapan dengan rakyat kau anjing,1,1,210, berani bubarkan kpk akan berhadapan dengan rakyat kau anjing
"Woohoo, lumayan juga ternyata wifi di rumah nih~ \npenolong saat kuota habis sebekum waktunya.. kampret nih tri~ \xf0\x9f\x98\xaa URL",1,1,72,woohoo lumayan juga ternyata wifi di rumah nih npenolong saat kuota habis sebekum waktunya kampret nih tri xf0 x9f x98 xaa url
USER ya lu bacot bngst',1,1,48, ya lu bacot bngst 
hestek tandingan dr #PersibTakutMainDiJakarta nggak nyambung dg fakta yg beredar .\n#VikingAnjing\n#PerSSIb\n#persLIB\n#LigaIndonesiaBandung\n#BotolKosong nyaring bunyinya macam congor mereka \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x9d\xf0\x9f\x98\x,1,1,47,hestek tandingan dr persibtakutmaindijaka a nggak nyambung dg fakta yg beredar n vikinganjing n perssib n perslib n ligaindonesiabandung n botolkosong nyaring bunyinya macam congor mereka xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x9d xf0 x9f x98 x
USER USER USER USER USER USER USER Hihihi..cebong rasa kampret tu gue kira cuma ada dlm dongeng.\nRupanya....\xf0\x9f\x98\x82',1,1,88, hihihi cebong rasa kampret tu gue kira cuma ada dlm dongeng nrupanya xf0 x9f x98 x82 
"USER Saya tiba2 langsung stroke, wekekkeke ini mah cuma orang picek aja yg gak tau'",1,1,33, saya tiba2 langsung stroke wekekkeke ini mah cuma orang picek aja yg gak tau 
"USER Elu,omong apa culun??'",1,1,151, elu omong apa culun 
USER Mampus',1,1,171, mampus 
mau cerita. laki2 emang brengsek ya. dasar cupu',1,1,66,mau cerita laki2 emang brengsek ya dasar cupu 
"USER USER itu kerjaan cornelis, tionghoa yg stress gila'",1,1,85, itu kerjaan cornelis tionghoa yg stress gila 
USER Modal cebong cuma COPAS. Bukti kapasitas otak minimalis...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,116, modal cebong cuma copas bukti kapasitas otak minimalis xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 
USER USER USER Makasih aku memang unik ga kaya armeries udik',1,1,37, makasih aku memang unik ga kaya armeries udik 
Babi haram babu halal hanya ulah Muhammad BEJAD mencatut nama Tuhan,1,1,46,babi haram babu halal hanya ulah muhammad bejad mencatut nama tuhan
USER Selamat datang di tim yg dulunya berjaya sekarang menyisakan pemain2 burik \xf0\x9f\x98\x82',1,1,61, selamat datang di tim yg dulunya berjaya sekarang menyisakan pemain2 burik xf0 x9f x98 x82 
