Tweet,HS,Abusive,Char_Length
anjing-anjing Orde Baru kayak USER emang tukang NGIBUL.kgk malu mengaku Ustadz?,1,1,39
Indosat eek',1,1,182
USER Puisi Sukmawati puisi sang iblis',1,1,89
USER Yang ada di otaknya tentang kesetaraan gender cuma telanjang. Dasar mesum cacad.',1,1,141
USER udik bener kasian. mau ditidurin?',1,1,151
USER Itu artinya bacot lo',1,1,17
Anda mengajarkan ngaji ayat cocok2 penis dan penggal kafir dapat pahala? Anda membiadabkan,1,1,56
"USER Anjing tai goblok idiot bangsat monyet babi fucc, kont, ngents, goblok. \n\nIya tau kasar bgt maaf'",1,1,35
USER Mampus lu anaknya langsung nongol',1,1,138
"Anda berpeluang menjadi tokoh perubahan Pak Lukman, jelaskan Hidup untuk Allah SWT sesat.",1,1,152
RT USER: USER USER\n\niklan BEGO buatan partai BEGO untuk pemilih BEGO',1,1,146
USER kampang lo anj',1,1,100
\xe2\x80\x9cMbak gak ikut meeting?\xe2\x80\x9d\n\n\xe2\x80\x9cKatanya gapapa tadi\xe2\x80\x9d\n\nLha berarti tadi diajak meeting? Disuruh? Tapi si bloon diam aja kayak patung.\n\nMiskom. Somplak. \xf0\x9f\x98\x94',1,1,132
Cowo yg hobi selfie itu ga ada beda ny sama lekong &amp; banci kaleng',1,1,82
"USER cebong kampretos bilang yg penting infrastruktur jalan truz, g apa"" yg lain mahal dan naik\xf0\x9f\x90\xb8\xf0\x9f\x91\x89\xf0\x9f\x9a\xbd'",1,1,90
"USER wkwk mampus lo jung, ruby'",1,1,186
USER kalau boleh saya ngomong ingin saya katakan ahmad dhani monyet babi anjing. tapi itu tidak boleh,1,1,47
USER mampus lu. kalah kan lawan gua',1,1,121
USER emang ahok siapa?? Orang penting?? Dia hanya penista agama!!,1,1,100
"USER Bacot reza, urusin saja anak istrimu itu! Etapi garagara reply anda saya jadi galau lagi\xf0\x9f\x98\xad'",1,1,136
"USER Tuh kan dungu, klo km make gelang itu dan ada di TKP ikut intimidasi secara lgsg km terlibat. Gelang itu baru dugaan sbg bentuk konspirasi.'",1,1,103
USER USER pea kesayangan kecintaan bolot sok pinter pdhl lbh lemot dr gua',1,1,75
"USER Terlihat salah satu pendukung mafia koruptor dan penista agama, para gerombolan BANCI TITOT lakukan bidikan ke arah",1,1,125
"Perbedaan banget sama Adi.\n\nKalo Adi mah,\n\n""TUH KAK, LIAT! GUE BILANG JUGA APA DIA BRENGSEK!""\n\nYha. URL",1,1,254
"USER USER USER USER USER USER USER USER USER USER USER USER Ah bacot, dasar sok alim lu. Manusia itu gak ada yg sempurna. Jangan sok alim jadi orang.'",1,1,126
"USER USER Gembok akun aja udah..gak usah tebar data..berkali kali main data,lo gak bisa jawab data gembok akun..\xf0\x9f\x98\x82\nSehari 2 kali gembok akun...\nPayah cebong cupu..'",1,1,118
USER intinya pas kampanye koar2 akan mnghentikan tp skarang melanjutkan dgn mnrbitkan pergub baru...munafik km pnts dblg KAMPRETOS',1,1,236
"kadang yg kemarin udh follow, hari ini jadi followers baru. kan ketara ya di unfoll, tp follow lagi. geblek apa gimana dah tuh manusia'",1,1,123
"USER USER Ternyata Yg katanya....katanya ""hafizh"" (gak tau bener apa nggak) bisa jadi CEBONG JUGA.'",1,1,110
USER Diam kau kampang saya sedang sakit kepala',1,1,219
USER USER USER USER USER USER USER Berarti gk sala cebong pintar2..\nNa klo si KAMPREET gimna..\nDari dulu gk maju2cuma otak udang di pake gede badan doank.. wajarla klo petinggi2 kampret pinda haluan,1,1,118
USER USER USER USER USER USER USER USER USER USER USER Congornya persis congor onta.\xf0\x9f\x90\xab\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,211
USER LO TUH BABI ANJING. Mampus kalah jatuh miskin deh bekasisah,1,1,59
"USER Tapi coach lu ribet kang, bacot mulu kerjaannya \xf0\x9f\x98\x8",1,1,86
#ThomasUberCup2018 ada si rexy eek',1,1,115
USER USER Partai sompret ini bakal bubar sendiri. Siapa yg mau pilih?',1,1,100
USER USER Jgn salah itu janji jokowi yg di tuntut. Lu ajh yg gx paham cebong',1,1,125
USER Bilangnya ga penting tp lo baca dan lo bilang seru juga. Halah sendernya kampang',1,1,138
Cowo brengsek semua ya',1,1,49
USER USER USER DRIVER OJEK KLO NEMUIN KELUARGA INI ORANG PESEN OJEK -&gt; USER LANGSUNG TABRAK AJA. BACOTNYA SEOLAH2 TUKANG OJEK ITU HINA BANGET.',1,1,130
USER USER Gw kira gw doang yang diginiin. Tahunya ada yang laen juga. Bangke emang mereka ini sinyalnya. Mau ganti telkomsel tp saya orang miskin.',1,1,230
USER USER USER berarti beneran Cebong dong yak... Wkwkwkakak... Dasar iq200sekolem..!',1,1,98
USER Ente aja ga suksreb bajingan.',1,1,49
USER USER USER USER USER USER USER nasib cebong baik2 saja krn semua itu mimpi buat org2 otak berak kaya lu',1,1,99
USER Emang mereka yg pengen nikah muntah depan congor lu? Pake acara Jijay jijay.\n\nMampus disalty-in',1,1,156
USER USER USER tolol! Die gaada sangku pautnya! Ngapain lu blg pengecut?dasar tolol',1,1,137
Ini mah budek si gendut USER',1,1,66
RT USER USER USER kalo menurutku mending jokowi mundur saja deh kaya negara ini hanya diatur sama satu orang Mentri Anjing,1,1,254
USER Jd kesimpulannya lu kenapa bego v?',1,1,253
USER jadi gak nih mencalonkan cawapres nya ....mud udah tua bangke masih cuwat cuwit juga...nih.',1,1,65
"2 nomer dua2nya indosat dan ada pulsanya, barusan ngeh kalo pulsa udah Rp 0,- padahal ga pernah dipake\nUSER bangke nih emang ~'",1,1,50
"Allah SWT benci kafir, mengajarkan cocok2 penis dengan banyak istri, gemar mengazab, dan menjanjikan rampasan",1,1,188
USER USER ANJING KOMUNIS TOLOL kau',1,1,254
"USER USER USER USER Hanya org bodoh yg masih percaya bahwa prabowo benar2 dalang 98,pdahal dalang2nya disekitar org jokowi,makanya saat ditanya masalah ham 98 jokowi cma jawab ""lagi diproses"" you know lah pasti bohong lg. jd o",1,1,248
USER USER Jangan mau sama dia. Burik',1,1,85
"Gini ya w kasi tau ke loe. Pd bang lo itu kasarnya ya, bisa wae jd kesetnya jeyepe.\n\nJangan sombong lu tai onta'",1,1,92
USER Gak cucok antara antara langit dan bumi kampret cebong..tapi lebih adem cebong',1,1,70
"USER USER Briziek lu,.. Salah tempat lu pada tokai onta bani cabul..'",1,1,86
KPK banyak semrawut juga goblok...bubarkan saja c USER toh banyak kasus mengambang begitu saja..hahh haram URL,1,1,61
USER ahmad dhani yang terhormat paling babi paling anjing aing kontol paling lonte tungu saat nya karier mu akan habis!!!!,1,1,139
"USER USER Hei kampret goblok,idiot bin pekok...,kau baca ini.\nPekok dipiara peet kampret...\nmasih msu tanya lagi sehak kapan Turki dan Israel pny hubungan Diplomatik? URL",1,1,60
USER USER Goblok sia kunyuk',1,1,100
USER USER Tokoh islam = prabowo\nPartai islam = gerindra\n\nKntl',1,1,140
RT USER USER 70 jt pendukung jokowi siap menangkan pemilihan presiden 2019...biar kaum sumbu pendek makin kejang kejang,1,1,107
"RT USER: Ahok Taik. \MENFITNAH\. Emang lu tukang caci maki perempuannn!! Asuuu #AhokPastiTumbang #DebatFinalPilkadaJKT""""""",1,1,40
"USER USER Tai lah,, kalo rakyat jelata sewenang- wenang kalian menderek,, giliran anggota DPRD eeemelawan,, mana buktinya kalo di mata hukum kita sama?..'",1,1,115
USER tae emg luh',1,1,60
Anda sudah tahu Kebajikan Khonghucu Pak Lukman? Tidak ada ajaran cocok2 penis dengan 4 istri dan penggal kafir kan?,1,1,23
Ku akui kau memang manis\nTapi kau iblis\nKau pikir kaulah segalanya.....',1,1,68
USER USER USER Gppalah... USER sdh sadar dan insyaf ternyata capres yg dia dukung dipilpres 2014 kemarin ternyata sontoloyo \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81',1,1,52
USER USER elu sompret kn ada unem lu.',1,1,128
USER banyak cocot',1,1,38
USER Bro..lu pikir asing sama aseng kasih hutang gak ada maksud terselubung..gk ada makan siang yg gratis..asal lu tau cebong macam lu bakal musnah klo gk ada yg kasih makan...faham lu lae',1,1,45
GAPERNAH MENDALAMI AL-QURAN YA BANG??? PANTESAN MULUTNYA KAYA ORANG KAFIR BEJAT HINA USER',1,1,168
USER Alah bangkai lah kau dh balik sendirii padan muka kau jejauh sana hahahaa',1,1,104
"Main ke pos ronda ngarepin temen ngobrol, yg ada bocah maen mobel lejen bangsad'",1,1,38
"USER USER Itu Pabrik lokasi nya d Belanda, ToloL kok d piara.'",1,1,63
"USER Politisi TAI BABI pagi2 dah berkoar,,, ucapan lo gk dibutuhkan untuk NKRI,, karna lo adalah PENJILAT BANGSA. Kutu Loncat URL",1,1,41
"Bergelar Profesor Doktor ditololkan atau menampakkan diri jadi orang tolol karena mengutip Quran, sangat disayangkan",1,1,93
Lo kalo ada masalah sama gue langsung aja bilang ke gue .. Jangan cuma bisanya bacot lo doang yang koar2 dibelakang gue !! Fak pengecut lo',1,1,118
"USER USER Bangkai ah, awas lu mitnah gua ye boker'",1,1,138
"USER Mentri sontoloyo, profesor sontoloyo, fans sontoloyo, ayo siapa lagi mau jadi sontoloyer .. !?!?'",1,1,86
"USER Giliran diperingatin sama pelayan jogernya, baru mau mundur. Mana bikin barisan sendiri banyak banget lagi. Tolol.'",1,1,51
USER USER USER USER USER USER USER USER Yg gubernur lama kebanyakan direcokin di demo demo orang Bodoh yg pake surban!!!!lah gubernur yg sekarang 8 bulan ngapain aja????cuma ongkang2 di kantor ka,1,1,74
"USER USER Iya lah, kafir mana pantas sih, darahnya aja halal kok buat bani koplak kayak situ.'",1,1,19
USER Lu jan bls sendiri kampang',1,1,22
USER Namanya juga KACUNG ASENG',1,1,215
RT USER iya jg dukung yg dukung penista agama ahok seperti partai golkar nasdem hanura ppp pkb pdip,1,1,43
"USER Bener2 POLITIKUS BUSUK luh ZONK !!!\nPak USER , Mending disuruh DIAM dulu nih congor jongosnya bapak karena semakin banyak ngomong saya semakin yakin elektabilitas bapak semakin nyungsep dan orang makin gak simpati sama bapak...'",1,1,63
"Rama biasa bngt ngetweet sendiri bales sendiri, kampang.'",1,1,26
USER Biar cepat mati cucumu sontoloyo',1,1,21
"Heran gw mah, orang berhijrah pake jilbab masih ada dinyinyirin yang gak cocok lah, aura gak keluar lah, gak cantik lah. Mon maap, lu kira pake jilbab kontes kecantikan? Pake ngomong aura gak keluar segala hhhh cebong mana ngerti.'",1,1,114
USER berarti sekarang lu lagi nyindir dong? bangsad kau',1,1,227
USER Banyak org kebacut gawe agamanya.. sing koyok ngene kok bu neno ga muncul sih belain yg ditipu.. kuduuu ikhlass sabarrr pasrahhh krn sing nipu sesama muslim.. bego dipelihara.. cpd',1,1,126
USER USER Yeee siapa juga yg bercita2 jd gadun kak Ben sompret \xf0\x9f\x98\x91\n\nYa minimal bawa alat v***l lah rank mosok gitu aja nanya...',1,1,112
"Ahok :memilih pemimpin Berdasarkan agama melanggar konstitusi. Sebaiknya BABI INI DI BUNGKUS aja, CONGORNYAPECAH BELAH UMAT BERAGAMA.",1,1,161
USER PINTER YA OTAKNYA ONTA GUE\xf0\x9f\x98\x83',1,1,109
USER Intine gak usah lah buka2 kolom komentar. Isine manusia2 bloon seng gak isok ngempet atine.',1,1,25
"Ak family islamic... Yg kau tu family kapir laknat ke bodoh! Kau dh laaa hidup menipu! Kesian mak bapak kau...dah didik dengan ADAB ADAB yg kau agungkan... Sekali kau membesar dengan perangai xguna kau, menipu sana sini, bohong sana sini... Matilanak....",1,1,66
USER Itulah ciri-ciri kaum bahlul sumbu pendek alias jahiliah dan blegug alias guoblog bin bloon sister biasa orang2 nya extrimis dan anarkis yg model seperti itu',1,1,103
USER ya trs knp ? kok jdi lo ngatur2 instastory rangorang? bawel amat jadi CEBONG \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,18
"USER Eh banci. Teriak kofar kafir!! Lo aja masih suka coli muncrat kemana mana teriak itu mulu, berisik cong!! Dasar mulut banci yahhhh'",1,1,258
USER Yg salah cuma kaum cebong...lah situ kaum cebong bukan',1,1,44
"USER paling jg itu2 lagi yg bikin hoax,gak jauh bani kampret'",1,1,60
RT USER: Jokowi terkenal hanya di kawasan kolam kodok URL,1,1,90
USER USER Ceramah ustad tae onta.',1,1,41
"ini mark yg milih sireena,matanya lagi picek sebelah apa?'",1,1,133
USER Kau memang cacat',1,1,141
"Ayat-ayat yang dingajikan:rampasan halal, perangi, bunuh, penggal kafir, cocok2 penis, semuanya merusak bangsa",1,1,109
USER Cebong sana sini cari simpatisan.dan popularitas',1,1,56
"Bacalah, Muhammad mencatut nama Tuhan untuk perbuatan Setan, Bung Fahri",1,1,65
Ternyata setelah dipikir dan disaring sama sari wangi teh kantong bundar. Kamu kaya ampas teh bisanya cuma nyisain gatel di tenggorokan dan gabisa bikin adem tenggorokan!',1,1,256
USER 11 GB raib dicuri oleh providernya sendiri USER kan kampret',1,1,83
"Muhammad Fahmi kok di friend list antum ada orang goblok &amp; fanatik buta?\nTydack barokah ya akhi, klo ana nemu orang kayak gitu auto removed \xf0\x9f\x90\x97'",1,1,43
"Mau dikatain anjing ya?:"" URL",1,1,112
"USER Berantem lagi nih? Apalah gue yang multifandom, tapi benci sama fans yang terlalu membangga-banggakan idolnya lol. Bahkan gua juga benci sama beberapa carat yang notabenenya selalu pamer, ""eh ini loh seventeen blablabla."" eek kucink.\n\nSo, kalo emang dimute ya",1,1,75
"Yg paling mirisnya, mereka tuh cowo bertiga anj anj anj anj anj! COWO LOH! Sanggup ya mulutnya ngerumpi terus gbisa diam kaya congor bebek. Sampe film nya habis anjiiirr! Kesal ke ubun ubun dah ketahan dlm hati karena pasti ga enak jg ikutan emosi apalag",1,1,256
USER USER Amit amit.. Udah doer burik kriput diposting.. Anjing juga ogah ngliatnya jijik',1,1,155
USER USER Bwahahahhahha.....antek asing...lo pikir lo bisa kaya dengan memisahkan diri dr Indonesia....jd antek pengeruk bumi iya...lo mah palibg dianggap jongos\nDasar mental penjilat lo pada!',1,1,66
"USER Chinese pasrahan, becek, suka teriak, doyan ngewe, sering jg dpt yg squirt...'",1,1,89
USER yeuh mentalita sunda sib...g club g pendukung kunyuk kabeh...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 URL,1,1,242
USER USER myanmar kafir budha teroris,1,1,248
Bodoh dasar noob lah ramos ni. Jijik',1,1,152
USER Yg memblow up jokowi itu adalah media media tv dan koran milik orang2 china yg notabene kafir semua.. coba aja cek dilapangan',1,1,103
USER USER Tolol jijik',1,1,101
"USER USER Strategi kotor PKS...\nCebong manapun udh apal, njing...'",1,1,80
USER USER lu kampang',1,1,105
RT USER: Hanya Orang Islam Yang Bodoh dan Goblok Yang Memilik Ahok! #DebatFinalPilkadaJKT,1,1,171
gila yah ini rezim jongos Cina,1,1,55
"USER USER USER USER bani selangkangan,cabol...'",1,1,135
"Block aja lah si bencong asu \xf0\x9f\x98\x82\nKalo cuma main upload screenshot mah gue juga bisa bencong tolol! :v\nLaki itu ketemu dan adu jotos,, bukannya malah nyinyir dan upload screenshotan! :v\nDasar bencong kontol! \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1,1,129
RT USER: USER Puisi Sukmawati puisi sang iblis',1,1,77
"USER USER USER USER Di Alquran tertulis, orang kafir kyak lu wajar gak tau sih, silahkan dibaca, itu diturunkan juga untuk lo kok, agar lo mendapat petunjuk'",1,1,94
"USER USER USER Sarap nih orang! Udh Salah, Bego Bukanya malu'",1,1,120
USER USER USER USER USER Anjing polisi polisi anjing keparat',1,1,121
5KataUntukHariIni ahoker goblok Tuntut lengserkan jokowi ! URL,1,1,64
"Kalau aparat itu dibayar dg uang rakyat dan kerja utk rakyat; kalau KEPARAT dibayar dg uang rakyat, kerjanya NGEBACOT provokasi rakyat.'",1,1,68
"Agama jalan hidup benar, bukan nyembah2 Allah SWT dikira Tuhan benar, padahal dungu & biadab",1,1,108
USER Kopar kapir....preet pret...buktinya junjungan loe si uno ngilmu nya ke negeri kapir....',1,1,123
Tahukah Anda apa persamaan antara malin kundang dengan Ahok? mereka berdua sama-sam DURHAKA!!!!!!! #ASBAK #iklanahokjahat #kampanyeahokjahat,1,1,256
Belum ada jawaban dari Ketum ICMI apa para intelektual Muslim mampu dan berani bahas terbuka Muhammad Nabi Gadungan,1,1,112
Asuog wasite picek jingan',1,1,53
USER ah dasar jablay murah',1,1,144
#DebatFinalPilkadaJKT mati kau hok,1,1,93
USER USER USER salah cung gw bukan bani kacung dungu spt lu itu....siapapun yg memerintah klo ngawur kebijakannya spt yg skrg ini bakal gw tentang',1,1,40
"USER USER setan itu semoga mencret 3 minggu berturut2, terus terlindas truk suhu'",1,1,40
USER Sedih ustad lihat nasib anak negeri. Punya pemimpin kacung dan aparat keparat.',1,1,241
"USER USER truskan kedunguanmu bong, sampe bangsa ini tercabik2...tinggal saya pungutin saja sampah kaya' elo satu2...dasar mata sipit!""",1,1,161
USER Para cebong kanan tetap ngotot cawapres untuk Pak Prabowo harus dari kalangan mereka. 11 12 kek cebong kiri. :)))',1,1,208
"USER Hah cuman buat orang kek lu pecun.. Dang , aduh gk bgt orang kaya lu di bacotin dikit aja udah sesek napas'",1,1,122
USER ya emg lu bodo',1,1,60
USER USER USER Otak kalian gak sampe sih makanya professor Aja kalian remehkan... udah pada minum kencing onta blom? Biar pintar',1,1,33
Oh shit! gua yg kemaren lu bilang apatis ujungnya yg nyelesein semua. Makan tuh bacot lu!',1,1,40
USER USER ASTAGA BOLOT BANGET DIA',1,1,244
USER USER Bos USER sama kacungnya USER sama otaknya pekok,1,1,191
USER USER Dan dia kek milih milihh nge-replay-nyeee.. Ke gue doang..\xf0\x9f\x99\x86 Klo ama kaum adam mah... Melipiirrrr doi.. Tp ntar lg jg akan gue blok ajah daghh.. Sama sekali GA ADA MNFAATNYA mbaca komen dr kaum bani kampret tsb.,1,1,27
USER Udah ya... cukup aku meladeni kamu... silahkan ngobrol dng sesama kampret... maaf lho ya.. cebong itu sbnrnya org2 sibuk... perlu meluangkan waktu utk interaksi dng kampret2 pengangguran spt elo',1,1,89
"Lapor apa? Dijelaskan Islam Sangat Hina, MUI, FPI dll tak mau dan mampu MEMBANTAH USER USER USER",1,1,99
"Nk marah2 tk payah buat grab la woi, g duduk diam2 dalam rumah \nStupid idiot punya org, sbb bodoh dia tahap tk blh bwk bincang dh'",1,1,52
USER Cebong pemuja ahok pada meratap di thread ini \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86',1,1,75
UGH MAMPUS AJA. MAKAN TUH GENGSI\n\nfr liedabin\nto liedabin',1,1,107
USER Mulut Banci.ngurus diri sendiri aja.belum tentu benar. DasaDasar iblis benar berujud manusia. Muncul jelang pilkada.syaraf USER',1,1,142
USER USER USER Logisnya ya memang pesanan atau memang ahoker blm bs mup on lah. Emang warga dki bego',1,1,191
"USER Awas ya kalo gue udah jadi istrinya yg punya Ciputra Group, jangan panjat ke gue lo kampang'",1,1,38
"USER USER biarin,km yg mensen sy duluan. goblog'",1,1,70
Emangnya nih partai klo ngeluarin statement ada yang percaya? Lah isinya jongos cina komunis semua.,1,1,96
USER Kok tambah dungu bang',1,1,101
"Mana neh yang nyerang gw semalem, malah ended up ngeblok????? Cupu. Dia yang mulai, dia yang kicep. Ew.'",1,1,17
USER Horee\xc3\xa8e...ASU ikutan doyan aseng asing...\ndasar munafik',1,1,87
"USER USER USER Babi sipit banci pake akun fake, lebih hina dari babi bahkan'",1,1,135
USER USER USER USER Bhuakakakaka...\nTernyata pendukungnya kumpulan bani ONTA (Sumbu Pendek)..\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nSelamat menikmati kepemimpinan presiden USER\n\nMantapkan untuk #2019PilihJokowi\n,1,1,20
Bangke !! USER gue rajin bayar lu ga pernah bener. Tariff naik trs',1,1,182
USER USER USER USER USER USER USER USER USER USER USER USER Indah tai sapi matalu picek \xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84',1,1,145
"Iya gue dipanggil bocil krn waktu itu gue kuntet banget, kalo upacara aja dipanggil ""eh semampai"" alias semeter tak sampai...\n\nYak lanjot \n\nSetelah tugimin diteriakin gitu kalian tau responnya apa???? Hahaha bangsad kau tugimin'",1,1,106
USER ganggu aja nih onta',1,1,202
sinyal 4G USER ini masih kacrut aja...',1,1,114
USER Menteri pak de klas otak tumpul bacot congor (kambiang gadang)',1,1,253
USER kemaren momoland sekarang wanna one. gasuka bgt liat orang sukses babi emg netijen',1,1,224
USER USER Dasar bajingan tengik \xf0\x9f\x98\xa1',1,1,42
USER USER USER USER Dah mas USER gitutu orang dongo mah \nNgomongin finansial ketika mau tandang ke markas mereka pada ribut nyari stadion yang kosong kan dia nggak punya stadion\n\nLo yang harus memahami masalah persija,1,1,54
"Hijrah katanya, tapi hijrahnya kearah yg lebih parah lagi, karna ada sarananya DUIT, jadilah dia ahlikul MABOK dan penikmat selangkangan PECUN, sudah dasarnya isi otak cuma SEMPAK susah di robah,'",1,1,138
gak liat apa kemaren di story nya berderet gitu? jd htrz jangan goblok amat lah.. URL,1,1,86
Xl kunyuk balik ke as lah taikk',1,1,246
"USER Browh. Anda punya wewenang di DPR utk bentuk pansus ato apalah.. Ambil action donk, cocot aja di twitter..'",1,1,20
"USER Mereka, kaum sipit mau menguasai tambang Indonesia, kalian ketawa saja. Dasar tidak punya nasionalisme Indonesia. Lebih baik tidak usah ikut Pemilu bagi kalian yang dukung 2 periode. Dan hasilnya Tambang Indonesia dikuasai sipit dan kalian tidak",1,1,195
RT USER Hanya Orang Islam Yang Bodoh dan Goblok Yang Memilik Ahok! DebatFinalPilkadaJKT,1,1,69
#JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA. https:\/\/t.co\/PNEGDJMPCH,1,1,179
"USER USER USER menghormati kinerja pemerintah yg gimana??!!! negara hampir hancur lo bilang hrs menghargai kinerja pemerintah! bego boleh, DONGO JGN!!'",1,1,239
USER BENCONG TREAK BENCONG',1,1,256
tai lu semua yg bikin meme kayak gitu. lo tau gak rasanya exhausted kayak gitu karena kecapean? iya gua pernah rasain kayak orang mau mati. Bego dipelihara sampah',1,1,86
Brengsek ni orang tua #TAUBATEPS31',1,1,102
"Dan engaku malah party sana sini, tak berhenti seperti cinta ku kepadamu tak pernah berarti. Bajingan'",1,1,56
"When tumblr, tiktok, telegram are blocked by the government.\n\n""Yang salah orangnya, yang di blokir aplikasinya. Menkominfo goblok!"".\n\nWhen \'a Zionist\' kills one Palestinian.\n\n""Dasar Yahudi $&amp;*+#$! Boikot Israel, jangan beli produk kafir!"".\n\",1,1,26
USER USER USER Napi ya napi..gak beda ya...jangan tolol sok bela penista agama...statusnya sama dengan napi lain bong..!!hehe',1,1,242
"plis jangan sok kecantikan selalu pacarin artis2 yang lagi meletek, jijik gw liatnya",1,1,70
"Ehh TAIK, Bangsat lo, Omongan elo kayak IwAn bopeng, yg MO potong leher TNI, Bangsat lo IwAn bopeng, baek2in TNI. TAIK LO,",1,1,82
USER Khan yg ngajarin si garong kafir',1,1,148
"Mendagri yg namanya cahyo kumolo itu,900000% mau lengserkan jokowi!karena si mendagri bangsat deh",1,1,22
Generasi Muda kacrut tuh Ormas.. \xf0\x9f\x98\x8f',1,1,31
USER USER USER USER Bangga jadi JONGOS emang lu sendiri Udeh ngapain aja BABU ? Njilat memek BOSOK Jablay Alexis?',1,1,64
tua tua pun bodo betul otak URL,1,1,59
Donatur 212....adalah bajingan URL,1,1,91
USER USER USER USER Kaum otak cingkrang demen hoax maklum junjunganya prof abal2 dan ulama yg belajar di sekolahan kafir; ; G?k ada sejarahnya nu dukung khilafah. Knp merasa minoritas ya m?u nyari simpatisan dr nu... ; Dasar wa,1,1,50
USER USER Anjing komunis penista Islam!!!',1,1,37
OpRohingya Terorist Botak Teroris Budha URL,1,1,145
Puasa ora sok sokan gaweni story bukber kantor. Ngentod fuck pencitraan. Yosy Bin Darto',1,1,19
USER USER USER Saya rasa kalo beliau bebas jadi bahan gorengan buat sahabatnya.. taulah kaum cebong kerjaannya gimana?',1,1,66
USER Klo busuk mawati beragama islam .. Maka dia Takut dg dirinya sendiri\nGejala gila nich nenek ..',1,1,28
"USER USER USER USER USER USER Biasa, kalaupun keluar pasti postingannya yg jorok2 itulah ciri khas bani kecoak. Otaknya sdh gak berfungsi lagi.'",1,1,204
"USER Tetap aja SALAH dimata bani kampret.. katanya tinggal tunggu kontrak abis, jadi msh ada peluang nyolong klo JKW ga 2 periode, diperpanjang lg kontraknya, makin tebellah kantong2 tikus berdasi'",1,1,92
USER USER Cina babi tuh yang bikin rusak Indonesia. Bantai aja,1,1,109
"Berhenti pamer dungu & biadab Islam, mau jadi Wiraswasta jangan lagi nyembah2 Allah SWT yang janjikan harta rampasan",1,1,153
"USER USER USER Tangkap dan langsung bebaskan, krn dia sedang melucu......najis'",1,1,74
USER cocot mu zon gakl bisa buat apa2 juga ngoceh gak karusn',1,1,58
USER USER USER USER USER Hahahahaha... Cacing tanah msh bs lebih bermnfaat bgi masyarakat daripada SAMPAH yg superrr busukk justru jd wabah penyakit. Cebong emng superrr BLUNDER klo dlm berpikir \xf0\x9f\x98\x81\x,1,1,107
"USER USER USER kyak dah lahir aja ngomong soeharto; l; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #PlongaPlongo #Dunn",1,1,167
Ternyata bener indosat itu maling pulsa. Brengsek bener. Sial. Pulsa gua 200rbu. Peepanjang paket 149rb. Masa ga cukup tp pulsa gua ilang 100rb lebih. Brngsekkkk. Bangkrut kek luh !! \nUSER URL,1,1,247
"Saya ke pick wgl sekali doang, mungkin mata dia picek pas pick saya.'",1,1,42
USER USER USER BODAT KOMUNIS DUNGU sekebon',1,1,98
USER maju lu sini anjing!!!!! guwe mahu namparinnnnn looooooo brengsek!!!?!!!!!?.!!.!',1,1,146
"USER Hahahha klo kampret boleh mengatasnamakan umat sama ulama, knp pula klo cebong ga boleh??'",1,1,16
"Allah SWT dungu & biadab BERJARAK, vilanya di Mekah, tinggal di Ar'sy, tak pernah masuk ke hati, mengecewakan? Buang",1,1,197
USER USER Lah ternyata bangke juga dia...',1,1,62
"USER ada yg maling duit waktu olahraga dan keciduk sampe skrg gada yg nemenin dia, mampuy kampang bgt jd orang'",1,1,254
Ini orang udah tolol nyolot lagi',1,1,35
Kamu bilang Gue Bangsat?..\nMatamu Ambleg kuwi..\nOtaknya dipake..\nBaca pelan lalu ditafsirkan Maksud Gue Apa..\nNdasmu Amoh Kuwi mbangsat\xc2\xb2 ne wong liyo \nKaton Goblok mu..\nDurung Pinter Medsosan Ngablak ndisiti.. URL,1,1,152
USER USER USER Bro..nanti dia didukung pekaos lagi sama partai bani onta kabur dan partai khilaf \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,243
USER USER USER USER USER USER USER USER USER USER USER Lebih tepat bani bangsat kali yak?\nOrg berbuat demi kebaikan dan ada alasannya di maki2.\nOrg goblok y,1,1,46
"USER Itulah para jongos dan antek2 aseng/asing penjual akidah, harga diri dan negara demi nafsu duniawi.'",1,1,254
"orang bego gini kok direkrut jadi kader ya? masih pinter tukang sayur.....komemtar nya khan ngga ada yg berkualitas......kelihatan IQ nya seberapa tinggi? kasihan sih di bully terus, tapi memang sangat oantas di bully, sebab komentar nya sangat renfah kual",1,1,225
