,Tweet,HS,Abusive,Neutral
9227,sikap politik donald trump sudut umat islam tarik dukung politik united state of america yahudi baik,0,0,1
9228,antre jam 02 00 edan bonek,0,1,0
9229,moga persija contoh klub ramah saudara fabel panitia laksana sedia tiket khusus difabel mudah bangku khusus difabel duduk aparat aman sayang banget,0,0,1
9230,demo jilid jilid polisi periksa busuk,1,1,0
9231,intelligence quotient 200 lihat langgar ham myanmar 1 usir duta myanmar 2 usir orang agama buddha indonesia,1,0,0
9232,ku bangsat,0,1,0
9233,politik om khianat untung asing harga jabat super kasih asing,0,0,1
9234,double fuck kontol,0,1,0
9235,allah kampret koneksi,1,1,0
9236,pagi buta,0,0,1
9237,dek sipit adik teteh sipit kasih lihat foto sipit banget adik tau teteh sipit,0,0,1
9238,riza wahyu pratama aneh bin ajaib gaji gubernur bi presiden besar,0,0,1
9239,rakyat demo bubar dewan wakil rakyat jago korupsi,1,0,0
9240,by the way teman teman katolik kelas pra nikah,0,0,1
9241,sekolah dasar murid islam 10 orang sedia guru agama musala mana cisauk murid kristen guru agama kristen ajar agama kelas nilai ambil sekolah minggu,0,0,1
9242,by kempisin pakai memek,0,1,0
9243,mampus jawab salah,1,1,0
9244,nakal bajing proses jalan dewasa penuh idealisme,0,0,1
9245,jual beli ijab kabul jual beli al mu atuh sisi mazhab syafii sah ulama mazhab syafii sepe i al nawawi al baghawi etc sah pandang pakai kara,0,0,1
9246,mayoritas rakyat filipina agama katolik,0,0,1
9247,asumsi satu partai politik kanan kristen umat kristiani indonesia satu pilih pds pilih 2004 pilih pe ikut oleh 2 14 2 4 juta suara belas juta pilih kristen 6,0,0,1
9248,gambar no 3 kayak bahas kelas rezim uang,0,0,1
9249,next fatwa haram dukung pilih a kubu b jual yakin kubu a biar kubu b dongok,0,1,0
9250,tahun ratus masyarakat adat badui serah hasil panen seba serah bapa gede bupati lebak gubernur banten seba baduy 2018 dw,0,0,1
9251,chelsea sampah sarap,1,1,0
9252,film dono,0,0,1
9253,cebong kayak dongok abadi nasiiib nasib,1,1,0
9254,warga pribumi asli tenaga ilegal tenaga kerja asing rambah seluruh pelosok nusantara ntb waspada waspada gergaji 2019 ganti presiden,1,0,0
9255,janji jokowi menang mal amp 150 pasar tradisional,0,0,1
9256,teroris buddha rendah al alquran,1,0,0
9257,be emu lembaga budaya muhammadiyah ketua dewan wakil rakyat wa a kota,0,0,1
9258,sokong lindung ahli ltte liberalisasi tamil tiger elam teroris hindu sri langka lindung du asia,0,0,1
9259,kuat islam roboh rezim dukung anti islam,1,0,0
9260,komputer sebelas rapat ahmadi nur daerah pilih pagu anggar dewan wakil rakyat 2016,0,0,1
9261,orang asing oke,0,0,1
9262,lengser jokowi dodo aman tentram negeri,1,0,0
9263,keren bang ulas mantap lanjut juang bela rakyat lemah nan lengser jokowi,1,0,0
9264,kutil babi leceh pribumi umat islam iklan ahok jahat,1,1,0
9265,video call sofiya and guest orang partai komunis indonesia baju and seluar discussing twinsgoal,0,0,1
9266,dengar pepatah proses hasil kasih appreciate banget tim 2 juang perform cacat keren banget,0,0,1
9267,haha pepatah laden orang dungu debat amin deh,0,1,0
9268,maaf foto halte taman anggrek tolong nama si parman pisah nama podomoro city nama pahlawan revolusi elok te ulis si parman podomoro city,0,0,1
9269,ngewe,0,1,0
9270,yoyakarta sejarah saksi bisu proses mana maksimal milik otak pikir keras tangan multi tasking tubuh fit kaki tegap diri kuat kon,0,0,1
9271,buddha teroris,1,0,0
9272,ajar pakai hati lihat hati nalar mati,1,0,0
9273,otak pakai mbak tolol,1,1,0
9274,cebong otak buntu juta rakyat indonesia bingung cari ganti jokowi,1,1,0
9275,expect lepas tangan kerja lecturer ape lancau sial cina,1,1,0
9276,lindas mencret,0,1,0
9277,jatuh te impa tangga alami ramli anwar pegawai pajak kena ott peras korban rupiah 50 juta ramli pecat via,0,0,1
9278,ahok bebas syarat hidup markas komando nyaman nyaman rejim kacung sifat cina penghianat,1,1,0
9279,buzzer partai politik sibuk naik rating partai politik liberal syiah amp komunis sibuk jual sekte agama ncbi sibuk jual junjung 2 periode bani jamban sibuk puja napi transparan lalai,1,1,0
9280,banget indah alam budaya kait jokowi sayang papua,0,0,1
9281,ahok korban gubernur senyum penuh menang bau busuk anyir simbah nanah luka sara cenderung cuci tangan,1,1,0
9282,mahakarya gebyar pesona budaya garut gebyar pesona budaya garut 2018,0,0,1
9283,jil jin selamat nusantara agenda tokoh nu struktural,0,0,1
9284,bro psi isi sontoloyo bro salah lindung usaha,1,1,0
9285,baca mas baca belah istri kali habis baca langsung ngewe he he,0,1,0
9286,bacot kampang,1,1,0
9287,akun anak partai komunis indonesia,1,0,0
9288,be emu tokoh agama non muslim deh imbang,0,0,1
9289,kwon agama kristen,0,0,1
9290,suciwati munir percaya jokowi bisa bicara doang,1,0,0
9291,rakyat peluk mundur jokowi,1,0,0
9292,aktris deh tar transgender aktor,0,0,1
9293,iya bencong idiot surat pemberitahuan tahun pakai foto aku asli,1,1,0
9294,sila ganti pakde spo if elegan gera subuh kental unsur politis tekan lebar mana,0,0,1
9295,pergi antah antah hilang baur orang asing asing,0,0,1
9296,pipis onta lihat wajah,1,1,0
9297,,0,0,1
9298,even muka bersih mulus cacat mesti rawat darling forever enam belas tambah umur kulit tambah tua polusi,0,0,1
9299,iya camil tai onta,1,1,0
9300,lesbi mampus ah babi sial,0,1,0
9301,prabowo berantas tindas muslim banget adil pimpin bilang berantas tindas agama,1,0,0
9302,iya deh buka kacamata teman bilang sipit banget woi beda pakai kacamata,0,0,1
9303,komisi berantas korupsi periksa gubernur sumatra utara calon wakil gubernur ijeck sah,0,0,1
9304,cina anjing,1,1,0
9305,rehabilitasi salah nal,0,0,1
9306,mujahid kasar hina ulama haram hukum pilih wakil rakyat ai hina islam ulama muslim dus ai islam khianat muslim indonesia 2019 ganti presiden,1,0,0
9307,rezim soeha o lepas freepo kuasa jokowi anulir pp keluar susilo bambang yudhoyono salah hitung biaya keluar sesuai divestasi saham 30 rampas,0,0,1
9308,inus modus antek kaum liberal syiah yahudi hancur islam ahlusunah sunnah,0,0,1
9309,pilih kepala daerah daerah khusus ibukota 2017 dengung agama pilih presiden dengung ganti presiden takjil label ganti presiden dasar munafik,1,1,0
9310,orang gek bagi bagi motivasi dikon atraksi gendeng hina kafir cebong tai lancung seko mentok sing gek rami ah jolodong,1,1,0
9311,sakit perut beli goreng mencret mas,0,0,1
9312,sinting sp tanggal 28 maret rencana kirim 28 maret modar,0,1,0
9313,2019 ganti presiden pilih kepala daerah daerah khusus ibukota 2017 singkir ahok insya allah 2019 ganti presiden,1,0,0
9314,presiden impor banget wajib 2019 ganti presiden,1,0,0
9315,rakyat lauk puluh ribu pakai telur paruh puluh ribu puluh ribu bajing gendut tai hidup berkah 2019 ganti presiden,1,1,0
9316,75 24 wajah wajah orang kafir muram,0,0,1
9317,orang sipit mu rusak moral anak tanggung tanggung bikin video pers,0,0,1
9318,kampung nagita slavina reaksi ayu ting ting,0,0,1
9319,bodoh pancasila undang undang dasar 45 tap majelis musyawarat rakyat no 25 final partai komunis indonesia larang kecebong rayu rayu presiden atur perintah ganti undang undang,1,1,0
9320,wkwk antek amerika pasang badan 51 saham freepo asai indonesia,0,0,1
9321,x8dyg alah yahudi,0,0,1
9322,tau tanda kuasa 51 saham private finance initiative teriak pro asing ketua majelis musyawarat rakyat paksa private finance initiative kasih 51 saham indonesia,0,0,1
9323,heboh berita database bocor simpan negeri a invasi tenaga kerja asing cina buat barak barak papua,0,0,1
9324,stereotip kayak orang muslim benci anjing bos katolik kali ajak ketemu klien pastor kenal mas don cinta anjing lo romo,0,0,1
9325,partai adil sejahtera sepakat tuju pilih kepala daerah kembali dewan wakil rakyat daerah,0,0,1
9326,prof sikap orang orang kristen rumah rumah muslim sebar agama kristen sekte jehovah,0,0,1
9327,tai orang,1,1,0
9328,anjing,1,1,0
9329,sis suka sis cakap je muka sis puas hati amp perangai bodoh sok hidup bahagia muka seri seri duit pokok subur cemar kesan rumah hijau,0,1,0
9330,lt unduh ngentot toilet sekolah bispak porno bokep,0,1,0
9331,denise leith rezim soeha o saham 8 9 persen freepo langsung penuh minta soeha o freepo 51,0,0,1
9332,bilang bajing kasih surat cinta komisi siar indonesia,0,1,0
9333,dasar kaum onta bacot gede istigfar,1,1,0
9334,haha beda bandara tumpang negara jalan kabupaten rambu tulis cina banget jajah cina,0,0,1
9335,israel undang yahudi dunia tinggal israel warga israel turun turun orang tua negara negara arab,0,0,1
9336,geblek tanda wkwk,1,1,0
9337,muslim moderat sasar tembak buang islam majelis ulama indonesia duga tembak tuju,1,0,0
9338,balas sakit jiwa ettt laki banci,1,1,0
9339,heran cowok normal suka ngelonte enak buang pejuh doang enak lonte genjot bayar idih goblok main gay maniak hyper jamin puas lahir batin puas lonte lonte parasit omong,0,1,0
9340,bhayangkara bina aman tertib masyarakat desa cantik kades bina suluh cipok jelang pilih kepala daerah serentak klik,0,0,1
9341,udeeeh biasa tidur mobile data amp wifi off all apps removed malam kacrut laugh out loud wine tunggu x plus,0,1,0
9342,anjing cacat orang orang kayak suruh pegang gangang badminton jadi main gitar belaga banget alah,1,1,0
9343,jablay kelas,0,1,0
9344,kangen edan,1,1,0
9345,moga ketemu presiden istana presiden bogor,0,0,1
9346,babi iya ahok kayak babi,1,1,0
9347,film tayang spoiler bacot anjing,1,1,0
9348,wakil gubernur babel abdul fatah syukur pese a event sungai liat triathlon be ambah nilai event,0,0,1
9349,lengser jokowi main hukum,1,0,0
9350,iya klarifikasi deny hantam dasar kutuk,1,1,0
9351,tolak reklamasi mari tuntut batal reklamasi via,1,0,0
9352,hem mantap enak pasang suami istri kurang ngentot puasa jadi malas malas keramas,0,1,0
9353,bajing nasi padang,0,1,0
9354,legislatif gagal ambil calon wakil bego,0,1,0
9355,bani bahlul kumpul bodoh,1,1,0
9356,pura pura buta,0,0,1
9357,benci islam kadang asa presiden taat agama konotasi anggap antek asing komunis sungguh nge surat pemberitahuan tahun,0,0,1
9358,saudara cinta agama negara umat islam bangkit gerak 2019 ganti presiden satu gerak 2019 presiden,1,0,0
9359,be emu lelaki puja ku panggil gendut mantap hati diet roda putar jfc colour day,0,0,1
9360,sektor ikan budidaya milik potensi dongkrak pe umbuhan ekonomi,0,0,1
9361,timnas cacat mental prestasi km toreh indonesia ketua mundur o orang edan jabat,1,1,0
9362,yooo om wajah see asing rusak nama indekos mifthakul jannah wkwk,0,0,1
9363,admin gerindra pamer pintar,0,0,1
9364,jalan hidup munafik profesional coba pura pura apa,0,0,1
9365,2019 ganti presiden insyaallah tuan guru bajang zainul majdi 2019 tuan guru bajang pimpin umat tuan guru bajang indonesia 2019 tuan guru bajang,1,0,0
9366,urus mantan habis habis omong aneh mantan mantan pas nikah nlp kayak orang doa restu minggu nikah ajak camping geblek,1,1,0
9367,ekonomi salah ilmu sosial ajar aktivitas manusia hubung produksi distribusi konsumsi barang jasa,0,0,1
9368,ayo bangun daerah papua provokasi antek asing berita video hancur sesat,0,0,1
9369,aparat keparat,1,1,0
9370,cultural amp critical studies alhamdulillah lulus ku lepas derita,0,0,1
9371,bilang racist dukung lgbt fuck off,0,1,0
9372,ganyang partai komunis indonesia tentara nasional indonesia,1,0,0
9373,media antek komunis waspada partai komunis indonesia,1,0,0
9374,bodoh goblok,0,0,1
9375,tuan guru bajang dukung jokowi lupa fiktif tuan guru bajang maki maki bandara singapura warga negara indonesia tionghoa tokoh fiktif,0,0,1
9376,when i stasiun to pakai hijab baju partai komunis indonesia long sleeve and cari tutup bontot smpi biasa,0,0,1
9377,eh tai bangsat omong kayak iwan bopeng potong leher tentara nasional indonesia bangsat iwan bopeng baik tentara nasional indonesia tai,1,1,0
9378,mantap bravo pasang ideal cocok 2019 tumbang kaum antek cina,1,0,0
9379,hebat jokowi idola menteri muda malaysia kampret amp onta cibir prestasi presiden,1,1,0
9380,indonesia lawyers club aku islam sok debat ai dukung nista agama nurani mana 2019 ganti presiden,1,0,0
9381,butuh laki setia laki bajing xbf xbf,0,1,0
9382,solo trip seoul 9 tau bahasa ketemu orang orang ajak obrol english ada pakai japanese kete ari orang asing ketemu orang j,0,0,1
9383,jilat memek,0,1,0
9384,li,0,0,1
9385,morgan agama yahudi kristen islam suku maya hindu buddha cari kiamat the story of god,0,0,1
9386,berisik makan autis,1,1,0
9387,ulama reaksi gila hina islam nila dunia agama,1,0,0
9388,gubernur presiden wibawa berani tatap lawan bicara penuh percaya beda banget,0,0,1
9389,mukmin adil musyrik kafir zalim,1,0,0
9390,heran pintar bani onta b go,1,1,0
9391,makkah negara merdeka pimpin orang orang kafir quraisy wilayah wilayah surat pemberitahuan tahun tabuk khaibar hunain thaif takluk atas,0,0,1
9392,pilih kepala daerah sejuk elite pancing gaduh presiden simbol utama negara perilaku be utur menentramkan,0,0,1
9393,wajar kivlan zein benci partai komunis indonesia wajar partai komunis indonesia benci simpatisan darurat partai komunis indonesia,1,0,0
9394,sepupu bos facebook nama sin ting orang indonesia baca nama facebook wa tertawa wa bilang sinting bahasa indonesia a inya crazy te awa,0,0,1
9395,member ikon banding b i ekor binatang b i monyet pintar,0,1,0
9396,indonesia bangun hambalang teror reklamasi cina meika a lancar aman,1,0,0
9397,bicara ahok imajinasi tinggal tunggu lantik gubernur baur sara anies sandiaga uno oktober 2017,1,0,0
9398,anut agama buddha ajar agama islam kristen hindu konghucu like her parents agama dunia buruk ajar agama,0,0,1
9399,nomor koruptor negeri korup asuh cina babi,1,1,0
9400,haha bom komen he,0,0,1
9401,jokowi takut kalah 2019 promo kumpul tipu andal wakwawww,1,0,0
9402,badan usaha milik desa dunia menteri desa pdt transmigrasi dorong cepat bangun desa indonesia,0,0,1
9403,retweet hijab sange entot 2 blowjob kontol hijab ngentot orang hijab sepong kontol sange berat san,0,1,0
9404,retweet gadis bandung cantik ngentot pacar hotel horny memek colok memek colok memek jembut memek becek,0,1,0
9405,rezim mulut kotor junjung ng umat pecah belah muslim non muslim akur akur biar pilih beda pilih kepala daerah pergi mungut suara jalan junjung bik,0,0,1
9406,usir cina bala mongondow juragan ng,1,0,0
9407,paham hina situ pandang tuhan kepala takabur sombong zat air maksud suci allah angkat drajat manusia makhluk te inggi banding malaikat jin iblis hewan,0,0,1
9408,bicara kasar goblok doang,0,0,1
9409,one more now who is responsible syed musharraf syed azhar hamdi pratyaya rajkumar likok parmeswar basumatary das nilanjan deb,0,0,1
9410,mas nge i redam konflik negara stabil isu bikin rusak ekonomi ekonomi luas sempit,0,0,1
9411,budak sekolah agama malaikat tolong tegur salah,0,0,1
9412,jabat agama kristen mana garam terang korupsi,0,0,1
9413,sukses cerita ganjar pranowo gubernur jawa lupa ngawur pilih gubernur 2018 ganjar yasin ganjar yasin 1 jawa gayeng 1 kali partai demokrasi indonesia juang kandang banteng,0,0,1
9414,mampus diare,0,1,0
9415,habis dana kah 14 proyek strategis batal 14 proyek kereta api jambi palembang bangun rel kereta api kalimantan timur sistem sedia air minum sumatra utara bendung sulawesi amp kawasan ekonomi khusus raup,0,0,1
9416,monyet ahok tutup bukti langgar anies tutup alexis izin panjang t,1,1,0
9417,bubar partai komunis indonesia orde orde pas lanjut berantas partai komunis indonesia,1,0,0
9418,gaji anggota dewan wakil rakyat anggar dapat belanja negara sah tau,0,0,1
9419,deklarasi pilih kepala daerah 2018 aman anti hoaks warga penjara jabon,0,0,1
9420,si tante pamer bokong alam jadi lirik nmmm lumayan iseng iseng,0,1,0
9421,adik maling kerja maling mati maling anak haram kontol,1,1,0
9422,noob sedih,0,0,1
9423,uang puluh triliun inalum hasil merger badan usaha milik negara tambang ujung ujung saham badan usaha milik negara tambang jual asing divestasi free po a inya perintah,0,0,1
9424,anjing gatel sok jual mahal banget asuuuuuuuuuuuuu,1,1,0
9425,rezim 50 kuras papua rasa hasil tambang freepo moga papua maju ekonomi rasa indonesia,0,0,1
9426,haha pikir pintar berak sekebun tertawa sok iya banget goblok banyak makan tai ahok pakai ngeles dasar cebong kafir intoleran sara munafik goblok haha,1,1,0
9427,coba tunjuk pakai diagram walrasian overheating ekonomi,0,0,1
9428,aneh dungu pelihara,1,1,0
9429,gembel bengal,0,1,0
9430,bangga gubernur indonesia omong no teks,0,0,1
9431,suruh tinggal hutan laksana jaga diri te awa monyet hutan,0,0,1
9432,ngobelin memek jilat klitoris hhhmmm,0,1,0
9433,presiden muka doang sok rakyat sok asyik motor batang bijak cekik rakyat miskin kaum buruh 2019 ganti presiden semangaattt,1,0,0
9434,bahaya pagi pagi mules moga tai haid,0,0,1
9435,anjing anjing ahok kaum babi bacot duel,1,1,0
9436,dukung deh ahok dukung rakyat paham cerdas bual pimpin,1,0,0
9437,panggil hormat mulia kerja bikin kacau negara ayo ramai ramai golput dewan wakil rakyat bubar dewan wakil rakyat,1,0,0
9438,jokowi presiden indonesia mundur,1,0,0
9439,cakap monyet,0,0,1
9440,mata hati kelilip a buta cinta,0,0,1
9441,monyet turun mukim warga cibadak sukabumi,0,0,1
9442,goblok malas lihat repo doa juara,0,1,0
9443,selamat natal hehe dasar admin bolot,1,1,0
9444,bayang asa mbak memberitahu beliau disabilitas balas mati bajing,1,1,0
9445,orang indonesia bicara orang indonesia bahasa arab tifatul,1,0,0
9446,bagus khilafah komunis,0,0,1
9447,maaf salah kroasia mayoritas katolik,0,0,1
9448,antek asing antek amerika presiden plonga plongo rakyat bego upon,1,1,0
9449,kemarin sempat kuliah universitas hasan ih casablanca maroko salah universitas besar maroko 24 000 mahasiswa terima kasih sambut hangat antusias,0,0,1
9450,pintar empati korban bom sepe inya bodoh amp cemar,1,1,0
9451,al alquran sunah merintahkan rang kafir akibat pecah belah bangsa,1,0,0
9452,komisi berantas korupsi tangkap ott komisi berantas korupsi gagal bubar serah polisi jaksa,1,0,0
9453,hadis rangkai pecah 71 cabang yahudi 72 nasrani,0,0,1
9454,hina kiai nu bilang jalan nu hina ahok ajak gabung ahok antum mabuk kencing onta saudara,1,1,0
9455,partai komunis indonesia,0,0,1
9456,anjir,0,1,0
9457,wkwk mantan ustad indonesia lawyers club lihat goblok sadar dunia maya sakit perut lihat,1,1,0
9458,bodoh mantap selamat,0,1,0
9459,rocky gerung kitab suci fiksi,0,0,1
9460,cinta buta pilih salah,0,0,1
9461,harap menteri agama gelar diskusi buka adab jelas,0,0,1
9462,regweda salah catur weda sastra hindu kitab weda regweda kitab sruti kumpul sastra agama hindu utama 75 3 rujuk,0,0,1
9463,bodoh tepat janji urus penting presiden,0,0,1
9464,komisi berantas korupsi gelar program pilih kepala daerah integritas,0,0,1
9465,salah jokowi,1,0,0
9466,dampak lengser rezim restart ekonomi bangkrut kalang ekonomi rubah sistem ekonomi syariat 1 lengser ekonomi,0,0,1
9467,kebun sayur deli serdang amp kebun buah binjai kebun sayur football stadium sekolah dasar katolik karya yosef evi layanto is ronaldo pardede si istri su pin is ronaldo pardede si istri the lie tju is ronaldo pardede si istri,0,0,1
9468,gera tentang sistem otoriter kritik sesal otoriter,1,0,0
9469,hasil susilo bambang yudhoyono kuasa 10 proyek mangkrak korupsi besar,1,0,0
9470,manusia waspada,0,0,1
9471,geblek jam gin ajak canda kerja pikir detail,1,1,0
9472,salah isi ajar agama tokcer evil contoh simpel ulama kotbah maslahat kotbah generik agama tuju penting ateis kayak gu,0,0,1
9473,jokowi diktator ramah antek cina bilang lindung negara satu republik indonesia hati bubar protes bilang bantu rohingya bantu eh kata citra,1,0,0
9474,4 presiden jelang selenggara publikasi luas media nasional internasional jokowi pacu promosi asi games ayo promosi asi games 2018,0,0,1
9475,gincu berani dasar banci,1,1,0
9476,bawa bawa google ah tai del,0,1,0
9477,nyanyi bareng yuk,0,0,1
9478,instansi internasional cebong kaum radikal,1,1,0
9479,biar rama biar shinta ucap te unduk malu ratap sedih biar rama shinta cerita asmara diam bisu dengar kisah cinta wayang senantiasa,0,0,1
9480,salat hijab wajib hukum bera i lesbi alas dekat ajak cerita dukung perlahan lahan ubah tinggal,0,0,1
9481,foto tampar kilas foto sebar mana habib luthfi bin yahya menang peluk ulama konferensi internasional bela,0,0,1
9482,pengaruh lolos pt sesal ai semangka wow 2019 ganti presiden,1,0,0
9483,ketua dewan wakil rakyat budaya identik pe unjuk seni,0,0,1
9484,banget lelaki berengsek dunia mudah mudah,0,1,0
9485,kuat ronde hihi ngentot sange,0,1,0
9486,hoaks low back pain rupiah lemah apa pengaruh ekonomi bikin rugi badan usaha milik negara pokok jokowi presiden rupiah lemah puluh ribu indonesia aman aman,0,0,1
9487,lengser penghianat tusuk a antek antek,1,0,0
9488,orang kristen iman kasih harap dasar hidup,0,0,1
9489,kerja perintah pusat perintah daerah swasta wujud bandara megah,0,0,1
9490,kisah nyata malin kundang 100 daftar nama kalimat ngewe wanita 1 menteri agama 2 ciputat 3 ciputat raya 4 bendi negara 5 bendi polisi 6 bendi tahan 7 surat terang catat polisi 8 sabang,1,1,0
9491,dunia akan engkau hidup amal akhirat akan esok engkau tiada,0,0,1
9492,pribumi kristen dukung ahok anti manusia manusia bodoh goblok sepe i steven hadisurya sulistyo,1,1,0
9493,asisten gubernur kepala emen bijak ekonomi moneter bi dody budi waluyo,0,0,1
9494,minoritas muslim rohingya sekian zalim,1,0,0
9495,barangkali sepe i sudut pandang mudah awat cagar budaya guna rg masyarakat adat hibah perintah daerah masyarakat adat hilang milik salah dasar bakau negara,0,0,1
9496,ahok nista agama olok olok surat al almaidah 51 cc,1,1,0
9497,6 presiden regulasi hambat laksana usaha menteri tingkat provinsi tingkat kabupaten tingkat kota presiden pangkas banyak sederhana ratas,0,0,1
9498,serban putih jubah putih hati busuk busuk busuk tai onta bro,1,1,0
9499,heran asli burik,1,1,0
9500,menang anies sandi diri bahu orang orang kena hukum fitnah,1,0,0
9501,kutil babi leceh pribumi umat islam iklan ahok jahat,1,1,0
9502,come out indonesia orang terima lgbt pacar kayak asing negeri sabar,0,0,1
9503,forum koordinasi pimpin daerah wujud pilih kepala daerah politik uang isu sara,0,0,1
9504,tiap aksi bela islam hina agama baris kaum munafik bela islam laku kelompok,0,0,1
9505,tuju proses kuasa aman sejahtera adil rakyat politician academy positif lugas cerah,0,0,1
9506,aju praperadilan atur pasal 79 jo 77 kitab undang undang hukum pidana aju ketua adil negeri bukti razia susila cacat prosedural status sangka batal hakim anggap,0,0,1
9507,ketemu anjir,0,1,0
9508,sex is keren but have ever tumpuk piring meja makan bawa sampah habis tonton bioskop cancel ojek online sembarang panggil orang main handphone sebut autis ajar diam bicara jatuh ju,0,0,1
9509,guna make up skincare kandung merkuri pakai sepe i lipstik bibir resap pori pori r wanita hamil merkuri serap akibat pe umbuhan janin hambat c,0,0,1
9510,anut islam nusantara kecam partai komunis indonesia,0,0,1
9511,2 hai orang orang yahudi nasrani ibrahim isma il ishaq qub,0,0,1
9512,kerja cina proyek jalan tol lempar bendera merah putih hukum hormat bendera amp depo asi,1,0,0
9513,jual forum konservasi leuser ngamprah haha bani kampret logika kacau,1,1,0
9514,jaaaaaaancuuuuuuuk lips service bani onta,1,1,0
9515,maksud citra daya kesan 2019 ganti presiden,1,0,0
9516,mun rocky gerung komentar isi tragedi curi bukti rezim selesai miskin wkwk,0,0,1
9517,cari gabung budaya hilang ciri khas akulturasi,0,0,1
9518,ketua cebong kira pintar tau modal link kik kik kik s3 lo,1,1,0
9519,cek yuk ketua komisi ih jokowi tolak hapus pilih kepala daerah langsung ketua komisi ih,0,0,1
9520,2045 indonesia prediksi negara ekonomi besar no 4 dunia era milik generasi muda kesiap amp bekal kompetensi kuat generasi muda pasuk era ekonomi digital revolusi industri ge,0,0,1
9521,foto hit kalang muka agama,0,0,1
9522,harga tani sedia men supply indonesia harga gabah tani beli tengkulak lambung langka makan ambil bijak stabil,0,0,1
9523,badan titit huhu,0,1,0
9524,presiden joko widodo sistem izin usaha integrasi online online single rakyat jokowi,0,0,1
9525,hasan al bashri ulama akhlak kaum mukminin utama maaf az zuhud imam ahmad 1 287,0,0,1
9526,presiden tinjau acara ada direktorat jenderal bea cukai be emak silaturahmi presiden ri guna fasilitas pabean luncur izin online selasa 27 maret 2018,0,0,1
9527,juni trio bangsat deh,1,1,0
9528,pertamina rugi garuda rugi usaha listrik negara rugi kau rugi badan usaha milik negara rugi rugi rakyat indonesia pimpin orang dungu rugi massal 2019 ganti presiden,1,1,0
9529,ahok pilih kepala daerah daerah khusus ibukota sembako kalah telak 16,0,0,1
9530,iya rakyat adu domba jokowi perintah ai taipan,1,0,0
9531,sunat titit kalah anjing ahok hehe,1,1,0
9532,terima kasih jaga pancasila 32 ancam bahaya laten komunis,0,0,1
9533,bukti sahabat sejati putra mantan presiden putra presiden moga abadi abad usia kupon,0,0,1
9534,rakyat indonesia juta cari ganti jokowi bingung otak buntu cebong,1,1,0
9535,lagu bangsa yunani 158 bait 19 depp bahasa jerman a inya idiot,0,0,1
9536,moga lancar mayoritas pilih jawa timur saifullah yusuf gus ipul gubernur provinsi jawa timur saudara makmur gus ipul puti menang gus ipul mbak puti,0,0,1
9537,tangkap unggah obrol mesum rekayasa rekayasa kelompok kiri pesan kiri tuju kuasa kiri lengser jokowi,1,0,0
9538,manusia homo anjir,1,1,0
9539,a tenang suka telat,0,0,1
9540,tokoh presiden 3 ri baju habibie ketua dewan bina golkar aburizal bakrie hadir puluh golkar,0,0,1
9541,minggir jalan turun eh maju jorok bego,1,1,0
9542,rakyat rakyat rakyat figur teriak anti asing asing pro asing asing kubu oposan banyak minum oplos iya mendem 2019 jokowi 2019pilih,1,1,0
9543,tolol kelompok anjing,1,1,0
9544,myanmar mayoritas islam tindas bunuh muslim jihad jihad a,1,0,0
9545,anies foto ahok bera i nista agama,1,0,0
9546,gara gara tuan guru bajang terang benderang kerja niat maju bangsa susul adik yusuf isu asing,0,0,1
9547,goblok banget main screenshot cerita instagram cowok habis sidang skripsi haha caca bego banget panik asli,0,1,0
9548,sabar tunggu 2019 kebelet prabowo,1,0,0
9549,panitia khusus dewan wakil rakyat hak angket divestasi freepo buta divestasi freepo skema kredit perban modus keruk rente rezim logistik pilih presiden kaya oknum kuasa,1,0,0
9550,asing try testimoni haha,0,0,1
9551,atomg kepo suka monyet,0,0,1
9552,bacot sakit orang mending cermin,0,1,0
9553,kakak nak kahwin malas mak pakwe malas mak cari pakwe kawan lelaki k,0,0,1
9554,berita lucu akrobat politik gerus elektabilitas presiden jokowi,0,0,1
9555,undang undang md3,0,0,1
9556,deklarasi pilih kepala daerah 2018 aman anti hoaks pb jabon,0,0,1
9557,tutup badan pakai taplak buru,0,0,1
9558,bicara pakai alam universitas universitas katolik larang taung organisasi mahasiswa katolik uang usaha tengah pakai fasilitas kampus giat open recruitment promosi universitas islam,0,0,1
9559,polisi selidik asma kait anies sandi kait ramai gubernur hasil sebar benci,1,0,0
9560,tomohon pusat ajar agama kristen katolik khusus doa meditasi bukit kasih suci indah tenang tomohon international flower festival,0,0,1
9561,ooo islam nusantara qiyas hindu nusantara,0,0,1
9562,cek komisi berantas korupsi periksa gubernur sumatra utara calon wakil gubernur ijeck sah komisi berantas korupsi periksa gubernur sumatra,0,0,1
9563,lalat serangga pe temu bangkai tempat sembunyi,0,0,1
9564,pro rakyat asing,0,0,1
9565,berengsek anjirittt siaaaaallllllll benciiiiiiiiiiiiiiiiiiiii jahaaaaaaaaaaatttttttt,1,1,0
9566,iklan ahok jahat ahok cipta bara api rakyat pribumi tionghoa balut fobia ahok kafir racist,1,1,0
9567,buya yahya salah ulama nu lurus tukar agama uang pangkat duduk suara buya yahya suara benar,0,0,1
9568,madinah negara pimpin rasulullah lanjut khulafaur rasyidin bukti rasul kirim surat negara janji negara atur ekonomi masyarakat jihad lawa,0,0,1
